,School Year,State,Region ##,District,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed (Current),Special Ed (Former),Continu- ously Enrolled,Non-Continu- ously Enrolled,Econ Disadv,EB/EL (Current & Monitored),
At Masters Grade Level,2022,SDA00A001322R,RDA00A001322R,DDA00A001322R,DDB00A001322R,DDH00A001322R,DDW00A001322R,DDI00A001322R,DD300A001322R,DD400A001322R,DD200A001322R,DDS00A001322R,DNS00A001322R,DNC00A001322R,DNM00A001322R,DDE00A001322R,DD000A001322R,
,2021,SDA00A001321R,RDA00A001321R,DDA00A001321R,DDB00A001321R,DDH00A001321R,DDW00A001321R,DDI00A001321R,DD300A001321R,DD400A001321R,DD200A001321R,DDS00A001321R,DNS00A001321R,DNC00A001321R,DNM00A001321R,DDE00A001321R,DD000A001321R,
All Grades ELA/Reading,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2022,SDA00AR01S22R,RDA00AR01S22R,DDA00AR01S22R,DDB00AR01S22R,DDH00AR01S22R,DDW00AR01S22R,DDI00AR01S22R,DD300AR01S22R,DD400AR01S22R,DD200AR01S22R,DDS00AR01S22R,DNS00AR01S22R,DNC00AR01S22R,DNM00AR01S22R,DDE00AR01S22R,DD000AR01S22R,
,2021,SDA00AR01S21R,RDA00AR01S21R,DDA00AR01S21R,DDB00AR01S21R,DDH00AR01S21R,DDW00AR01S21R,DDI00AR01S21R,DD300AR01S21R,DD400AR01S21R,DD200AR01S21R,DDS00AR01S21R,DNS00AR01S21R,DNC00AR01S21R,DNM00AR01S21R,DDE00AR01S21R,DD000AR01S21R,
At Meets Grade Level or Above,2022,SDA00AR01222R,RDA00AR01222R,DDA00AR01222R,DDB00AR01222R,DDH00AR01222R,DDW00AR01222R,DDI00AR01222R,DD300AR01222R,DD400AR01222R,DD200AR01222R,DDS00AR01222R,DNS00AR01222R,DNC00AR01222R,DNM00AR01222R,DDE00AR01222R,DD000AR01222R,
,2021,SDA00AR01221R,RDA00AR01221R,DDA00AR01221R,DDB00AR01221R,DDH00AR01221R,DDW00AR01221R,DDI00AR01221R,DD300AR01221R,DD400AR01221R,DD200AR01221R,DDS00AR01221R,DNS00AR01221R,DNC00AR01221R,DNM00AR01221R,DDE00AR01221R,DD000AR01221R,
At Masters Grade Level,2022,SDA00AR01322R,RDA00AR01322R,DDA00AR01322R,DDB00AR01322R,DDH00AR01322R,DDW00AR01322R,DDI00AR01322R,DD300AR01322R,DD400AR01322R,DD200AR01322R,DDS00AR01322R,DNS00AR01322R,DNC00AR01322R,DNM00AR01322R,DDE00AR01322R,DD000AR01322R,
,2021,SDA00AR01321R,RDA00AR01321R,DDA00AR01321R,DDB00AR01321R,DDH00AR01321R,DDW00AR01321R,DDI00AR01321R,DD300AR01321R,DD400AR01321R,DD200AR01321R,DDS00AR01321R,DNS00AR01321R,DNC00AR01321R,DNM00AR01321R,DDE00AR01321R,DD000AR01321R,
All Grades Mathematics,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2022,SDA00AM01S22R,RDA00AM01S22R,DDA00AM01S22R,DDB00AM01S22R,DDH00AM01S22R,DDW00AM01S22R,DDI00AM01S22R,DD300AM01S22R,DD400AM01S22R,DD200AM01S22R,DDS00AM01S22R,DNS00AM01S22R,DNC00AM01S22R,DNM00AM01S22R,DDE00AM01S22R,DD000AM01S22R,
,2021,SDA00AM01S21R,RDA00AM01S21R,DDA00AM01S21R,DDB00AM01S21R,DDH00AM01S21R,DDW00AM01S21R,DDI00AM01S21R,DD300AM01S21R,DD400AM01S21R,DD200AM01S21R,DDS00AM01S21R,DNS00AM01S21R,DNC00AM01S21R,DNM00AM01S21R,DDE00AM01S21R,DD000AM01S21R,
At Meets Grade Level or Above,2022,SDA00AM01222R,RDA00AM01222R,DDA00AM01222R,DDB00AM01222R,DDH00AM01222R,DDW00AM01222R,DDI00AM01222R,DD300AM01222R,DD400AM01222R,DD200AM01222R,DDS00AM01222R,DNS00AM01222R,DNC00AM01222R,DNM00AM01222R,DDE00AM01222R,DD000AM01222R,
,2021,SDA00AM01221R,RDA00AM01221R,DDA00AM01221R,DDB00AM01221R,DDH00AM01221R,DDW00AM01221R,DDI00AM01221R,DD300AM01221R,DD400AM01221R,DD200AM01221R,DDS00AM01221R,DNS00AM01221R,DNC00AM01221R,DNM00AM01221R,DDE00AM01221R,DD000AM01221R,
At Masters Grade Level,2022,SDA00AM01322R,RDA00AM01322R,DDA00AM01322R,DDB00AM01322R,DDH00AM01322R,DDW00AM01322R,DDI00AM01322R,DD300AM01322R,DD400AM01322R,DD200AM01322R,DDS00AM01322R,DNS00AM01322R,DNC00AM01322R,DNM00AM01322R,DDE00AM01322R,DD000AM01322R,
,2021,SDA00AM01321R,RDA00AM01321R,DDA00AM01321R,DDB00AM01321R,DDH00AM01321R,DDW00AM01321R,DDI00AM01321R,DD300AM01321R,DD400AM01321R,DD200AM01321R,DDS00AM01321R,DNS00AM01321R,DNC00AM01321R,DNM00AM01321R,DDE00AM01321R,DD000AM01321R,
All Grades Science,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2022,SDA00AC01S22R,RDA00AC01S22R,DDA00AC01S22R,DDB00AC01S22R,DDH00AC01S22R,DDW00AC01S22R,DDI00AC01S22R,DD300AC01S22R,DD400AC01S22R,DD200AC01S22R,DDS00AC01S22R,DNS00AC01S22R,DNC00AC01S22R,DNM00AC01S22R,DDE00AC01S22R,DD000AC01S22R,
,2021,SDA00AC01S21R,RDA00AC01S21R,DDA00AC01S21R,DDB00AC01S21R,DDH00AC01S21R,DDW00AC01S21R,DDI00AC01S21R,DD300AC01S21R,DD400AC01S21R,DD200AC01S21R,DDS00AC01S21R,DNS00AC01S21R,DNC00AC01S21R,DNM00AC01S21R,DDE00AC01S21R,DD000AC01S21R,
At Meets Grade Level or Above,2022,SDA00AC01222R,RDA00AC01222R,DDA00AC01222R,DDB00AC01222R,DDH00AC01222R,DDW00AC01222R,DDI00AC01222R,DD300AC01222R,DD400AC01222R,DD200AC01222R,DDS00AC01222R,DNS00AC01222R,DNC00AC01222R,DNM00AC01222R,DDE00AC01222R,DD000AC01222R,
,2021,SDA00AC01221R,RDA00AC01221R,DDA00AC01221R,DDB00AC01221R,DDH00AC01221R,DDW00AC01221R,DDI00AC01221R,DD300AC01221R,DD400AC01221R,DD200AC01221R,DDS00AC01221R,DNS00AC01221R,DNC00AC01221R,DNM00AC01221R,DDE00AC01221R,DD000AC01221R,
At Masters Grade Level,2022,SDA00AC01322R,RDA00AC01322R,DDA00AC01322R,DDB00AC01322R,DDH00AC01322R,DDW00AC01322R,DDI00AC01322R,DD300AC01322R,DD400AC01322R,DD200AC01322R,DDS00AC01322R,DNS00AC01322R,DNC00AC01322R,DNM00AC01322R,DDE00AC01322R,DD000AC01322R,
,2021,SDA00AC01321R,RDA00AC01321R,DDA00AC01321R,DDB00AC01321R,DDH00AC01321R,DDW00AC01321R,DDI00AC01321R,DD300AC01321R,DD400AC01321R,DD200AC01321R,DDS00AC01321R,DNS00AC01321R,DNC00AC01321R,DNM00AC01321R,DDE00AC01321R,DD000AC01321R,
All Grades Social Studies,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2022,SDA00AS01S22R,RDA00AS01S22R,DDA00AS01S22R,DDB00AS01S22R,DDH00AS01S22R,DDW00AS01S22R,DDI00AS01S22R,DD300AS01S22R,DD400AS01S22R,DD200AS01S22R,DDS00AS01S22R,DNS00AS01S22R,DNC00AS01S22R,DNM00AS01S22R,DDE00AS01S22R,DD000AS01S22R,
,2021,SDA00AS01S21R,RDA00AS01S21R,DDA00AS01S21R,DDB00AS01S21R,DDH00AS01S21R,DDW00AS01S21R,DDI00AS01S21R,DD300AS01S21R,DD400AS01S21R,DD200AS01S21R,DDS00AS01S21R,DNS00AS01S21R,DNC00AS01S21R,DNM00AS01S21R,DDE00AS01S21R,DD000AS01S21R,
At Meets Grade Level or Above,2022,SDA00AS01222R,RDA00AS01222R,DDA00AS01222R,DDB00AS01222R,DDH00AS01222R,DDW00AS01222R,DDI00AS01222R,DD300AS01222R,DD400AS01222R,DD200AS01222R,DDS00AS01222R,DNS00AS01222R,DNC00AS01222R,DNM00AS01222R,DDE00AS01222R,DD000AS01222R,
At Masters Grade Level,"2021
2022",SDA00AS01221R SDA00AS01322R,RDA00AS01221R RDA00AS01322R,DDA00AS01221R DDA00AS01322R,DDB00AS01221R DDB00AS01322R,"DDH00AS01221R
DDH00AS01322R",DDW00AS01221R DDW00AS01322R,DDI00AS01221R DDI00AS01322R,DD300AS01221R DD300AS01322R,DD400AS01221R DD400AS01322R,DD200AS01221R DD200AS01322R,DDS00AS01221R DDS00AS01322R,DNS00AS01221R DNS00AS01322R,DNC00AS01221R DNC00AS01322R,DNM00AS01221R DNM00AS01322R,"DDE00AS01221R
DDE00AS01322R","DD000AS01221R
DD000AS01322R",
,2021,SDA00AS01321R,RDA00AS01321R,DDA00AS01321R,DDB00AS01321R,DDH00AS01321R,DDW00AS01321R,DDI00AS01321R,DD300AS01321R,DD400AS01321R,DD200AS01321R,DDS00AS01321R,DNS00AS01321R,DNC00AS01321R,DNM00AS01321R,DDE00AS01321R,DD000AS01321R,
,,,,,,,,,,,,,,,,,,
,School Year,State,Region ##,District,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed (Current),Special Ed (Former),Continu- ously Enrolled,Non-Continu- ously Enrolled,Econ Disadv,EB/EL (Current & Monitored),
School Progress Domain - Academic Growth Score by Grade and Subject,,,,,,,,,,,,,,,,,,
Grade 4 ELA/Reading,2022,SDA04AR0200022R,RDA04AR0200022R,DDA04AR0200022R,"DDB04AR0200022R
:unselected:","DDH04AR0200022R
:unselected:","DDW04AR0200022R
:unselected:","DDI04AR0200022R
:unselected:",DD304AR0200022R,"DD404AR0200022R
:unselected:","DD204AR0200022R
:unselected:","DDS04AR0200022R
:unselected:","DNS04AR0200022R
:unselected:","DNC04AR0200022R
:unselected:","DNM04AR0200022R
:unselected:",DDE04AR0200022R,DD004AR0200022R,
,2019,SDA04AR0200019R,RDA04AR0200019R,DDA04AR0200019R,"DDB04AR0200019R
:unselected:",DDH04AR0200019R,"DDW04AR0200019R
:unselected:",DDI04AR0200019R,DD304AR0200019R,"DD404AR0200019R
:unselected:","DD204AR0200019R
:unselected:",DDS04AR0200019R,"DNS04AR0200019R
:unselected:","DNC04AR0200019R
:unselected:","DNM04AR0200019R
:unselected:",DDE04AR0200019R,DD004AR0200019R,
Grade 4 Mathematics,2022,SDA04AM0200022R,RDA04AM0200022R,DDA04AM0200022R,"DDB04AM0200022R
:unselected:",DDH04AM0200022R,"DDW04AM0200022R
:unselected:",DDI04AM0200022R,DD304AM0200022R,"DD404AM0200022R
:unselected:","DD204AM0200022R
:unselected:","DDS04AM0200022R
:unselected:","DNS04AM0200022R
:unselected:","DNC04AM0200022R
:unselected:","DNM04AM0200022R
:unselected:",DDE04AM0200022R,DD004AM0200022R,
,2019,SDA04AM0200019R,RDA04AM0200019R,DDA04AM0200019R,"DDB04AM0200019R
:unselected:",DDH04AM0200019R,"DDW04AM0200019R
:unselected:",DDI04AM0200019R,DD304AM0200019R,"DD404AM0200019R
:unselected:","DD204AM0200019R
:unselected:",DDS04AM0200019R,"DNS04AM0200019R
:unselected:","DNC04AM0200019R
:unselected:","DNM04AM0200019R
:unselected:",DDE04AM0200019R,DD004AM0200019R,
Grade 5 ELA/Reading,2022,SDA05AR0200022R,RDA05AR0200022R,DDA05AR0200022R,"DDB05AR0200022R
:unselected:",DDH05AR0200022R,"DDW05AR0200022R
:unselected:","DDI05AR0200022R
:unselected:",DD305AR0200022R,"DD405AR0200022R
:unselected:","DD205AR0200022R
:unselected:","DDS05AR0200022R
:unselected:","DNS05AR0200022R
:unselected:","DNC05AR0200022R
:unselected:","DNM05AR0200022R
:unselected:",DDE05AR0200022R,DD005AR0200022R,
,2019,SDA05AR0200019R,RDA05AR0200019R,DDA05AR0200019R,"DDB05AR0200019R
:unselected:",DDH05AR0200019R,"DDW05AR0200019R
:unselected:","DDI05AR0200019R
:unselected:",DD305AR0200019R,"DD405AR0200019R
:unselected:","DD205AR0200019R
:unselected:",DDS05AR0200019R,"DNS05AR0200019R
:unselected:","DNC05AR0200019R
:unselected:","DNM05AR0200019R
:unselected:",DDE05AR0200019R,DD005AR0200019R,
Grade 5 Mathematics,2022,SDA05AM0200022R,RDA05AM0200022R,DDA05AM0200022R,"DDB05AM0200022R
:unselected:",DDH05AM0200022R,"DDW05AM0200022R
:unselected:",DDI05AM0200022R,DD305AM0200022R,"DD405AM0200022R
:unselected:","DD205AM0200022R
:unselected:","DDS05AM0200022R
:unselected:","DNS05AM0200022R
:unselected:","DNC05AM0200022R
:unselected:","DNM05AM0200022R
:unselected:","DDE05AM0200022R
:unselected:",DD005AM0200022R,
,2019,SDA05AM0200019R,RDA05AM0200019R,DDA05AM0200019R,"DDB05AM0200019R
:unselected:",DDH05AM0200019R,"DDW05AM0200019R
:unselected:",DDI05AM0200019R,DD305AM0200019R,"DD405AM0200019R
:unselected:","DD205AM0200019R
:unselected:","DDS05AM0200019R
:unselected:","DNS05AM0200019R
:unselected:","DNC05AM0200019R
:unselected:","DNM05AM0200019R
:unselected:",DDE05AM0200019R,DD005AM0200019R,
Grade 6 ELA/Reading,2022 2019,"SDA06AR0200022R
SDA06AR0200019R","RDA06AR0200022R
RDA06AR0200019R","DDA06AR0200022R
DDA06AR0200019R","DDB06AR0200022R
DDB06AR0200019R
:unselected:
:unselected:","DDH06AR0200022R
DDH06AR0200019R","DDW06AR0200022R
DDW06AR0200019R
:unselected:
:unselected:","DDI06AR0200022R
DDI06AR0200019R
:unselected:","DD306AR0200022R
DD306AR0200019R","DD406AR0200022R
DD406AR0200019R
:unselected:
:unselected:","DD206AR0200022R
DD206AR0200019R
:unselected:
:unselected:","DDS06AR0200022R
DDS06AR0200019R
:unselected:
:unselected:","DNS06AR0200022R
DNS06AR0200019R
:unselected:
:unselected:","DNC06AR0200022R
DNC06AR0200019R
:unselected:
:unselected:","DNM06AR0200022R
DNM06AR0200019R
:unselected:
:unselected:","DDE06AR0200022R
DDE06AR0200019R","DD006AR0200022R
DD006AR0200019R",
Grade 6 Mathematics,2022,SDA06AM0200022R,RDA06AM0200022R,DDA06AM0200022R,"DDB06AM0200022R
:unselected:",DDH06AM0200022R,"DDW06AM0200022R
:unselected:","DDI06AM0200022R
:unselected:",DD306AM0200022R,"DD406AM0200022R
:unselected:","DD206AM0200022R
:unselected:","DDS06AM0200022R
:unselected:","DNS06AM0200022R
:unselected:","DNC06AM0200022R
:unselected:","DNM06AM0200022R
:unselected:",DDE06AM0200022R,DD006AM0200022R,
,2019,SDA06AM0200019R,RDA06AM0200019R,DDA06AM0200019R,"DDB06AM0200019R
:unselected:",DDH06AM0200019R,"DDW06AM0200019R
:unselected:","DDI06AM0200019R
:unselected:",DD306AM0200019R,"DD406AM0200019R
:unselected:","DD206AM0200019R
:unselected:","DDS06AM0200019R
:unselected:","DNS06AM0200019R
:unselected:","DNC06AM0200019R
:unselected:","DNM06AM0200019R
:unselected:",DDE06AM0200019R,DD006AM0200019R,
Grade 7 ELA/Reading,"2022
2019","SDA07AR0200022R
SDA07AR0200019R","RDA07AR0200022R
RDA07AR0200019R","DDA07AR0200022R
DDA07AR0200019R","DDB07AR0200022R
DDB07AR0200019R
:unselected:","DDH07AR0200022R
DDH07AR0200019R","DDW07AR0200022R
DDW07AR0200019R
:unselected:","DDI07AR0200022R
DDI07AR0200019R
:unselected:","DD307AR0200022R
DD307AR0200019R","DD407AR0200022R
DD407AR0200019R
:unselected:","DD207AR0200022R
DD207AR0200019R
:unselected:","DDS07AR0200022R
DDS07AR0200019R
:unselected:","DNS07AR0200022R
DNS07AR0200019R
:unselected:","DNC07AR0200022R
DNC07AR0200019R
:unselected:","DNM07AR0200022R
DNM07AR0200019R
:unselected:
:unselected:","DDE07AR0200022R
DDE07AR0200019R
:unselected:","DD007AR0200022R
DD007AR0200019R",
Grade 7 Mathematics,2022,SDA07AM0200022R,RDA07AM0200022R,DDA07AM0200022R,"DDB07AM0200022R
:unselected:",DDH07AM0200022R,"DDW07AM0200022R
:unselected:","DDI07AM0200022R
:unselected:",DD307AM0200022R,"DD407AM0200022R
:unselected:
:unselected:","DD207AM0200022R
:unselected:","DDS07AM0200022R
:unselected:","DNS07AM0200022R
:unselected:
:unselected:","DNC07AM0200022R
:unselected:
:unselected:","DNM07AM0200022R
:unselected:",DDE07AM0200022R,DD007AM0200022R,
,2019,SDA07AM0200019R,RDA07AM0200019R,DDA07AM0200019R,"DDB07AM0200019R
:unselected:",DDH07AM0200019R,DDW07AM0200019R,DDI07AM0200019R,DD307AM0200019R,"DD407AM0200019R
:unselected:","DD207AM0200019R
:unselected:","DDS07AM0200019R
:unselected:","DNS07AM0200019R
:unselected:","DNC07AM0200019R
:unselected:","DNM07AM0200019R
:unselected:",DDE07AM0200019R,DD007AM0200019R,
Grade 8 ELA/Reading,2022,SDA08AR0200022R,RDA08AR0200022R,DDA08AR0200022R,"DDB08AR0200022R
:unselected:",DDH08AR0200022R,DDW08AR0200022R,DDI08AR0200022R,DD308AR0200022R,"DD408AR0200022R
:unselected:","DD208AR0200022R
:unselected:","DDS08AR0200022R
:unselected:","DNS08AR0200022R
:unselected:","DNC08AR0200022R
:unselected:","DNM08AR0200022R
:unselected:","DDE08AR0200022R
:unselected:",DD008AR0200022R,
Grade 8 Mathematics,"2019
2022","SDA08AR0200019R
SDA08AM0200022R","RDA08AR0200019R
RDA08AM0200022R","DDA08AR0200019R
DDA08AM0200022R","DDB08AR0200019R
DDB08AM0200022R
:unselected:","DDH08AR0200019R
DDH08AM0200022R","DDW08AR0200019R
DDW08AM0200022R
:unselected:
:unselected:","DDI08AR0200019R
DDI08AM0200022R","DD308AR0200019R
DD308AM0200022R","DD408AR0200019R
DD408AM0200022R
:unselected:
:unselected:","DD208AR0200019R
DD208AM0200022R
:unselected:
:unselected:","DDS08AR0200019R
DDS08AM0200022R
:unselected:
:unselected:","DNS08AR0200019R
DNS08AM0200022R
:unselected:
:unselected:","DNC08AR0200019R
DNC08AM0200022R
:unselected:
:unselected:","DNM08AR0200019R
DNM08AM0200022R
:unselected:
:unselected:","DDE08AR0200019R
DDE08AM0200022R
:unselected:","DD008AR0200019R
DD008AM0200022R",
End of Course English II,2019 2022,SDA08AM0200019R SDA00AE2200022R,RDA08AM0200019R RDA00AE2200022R,DDA08AM0200019R DDA00AE2200022R,"DDB08AM0200019R DDB00AE2200022R
:unselected:",DDH08AM0200019R DDH00AE2200022R,"DDW08AM0200019R DDW00AE2200022R
:unselected:
:unselected:",DDI08AM0200019R DDI00AE2200022R,DD308AM0200019R DD300AE2200022R,"DD408AM0200019R DD400AE2200022R
:unselected:
:unselected:","DD208AM0200019R DD200AE2200022R
:unselected:
:unselected:","DDS08AM0200019R DDS00AE2200022R
:unselected:","DNS08AM0200019R DNS00AE2200022R
:unselected:
:unselected:","DNC08AM0200019R DNC00AE2200022R
:unselected:
:unselected:","DNM08AM0200019R DNM00AE2200022R
:unselected:
:unselected:","DDE08AM0200019R DDE00AE2200022R
:unselected:",DD008AM0200019R DD000AE2200022R,
,2019,SDA00AE2200019R,RDA00AE2200019R,DDA00AE2200019R,DDB00AE2200019R,DDH00AE2200019R,"DDW00AE2200019R
:unselected:",DDI00AE2200019R,DD300AE2200019R,"DD400AE2200019R
:unselected:","DD200AE2200019R
:unselected:",DDS00AE2200019R,"DNS00AE2200019R
:unselected:","DNC00AE2200019R
:unselected:","DNM00AE2200019R
:unselected:","DDE00AE2200019R
:unselected:",DD000AE2200019R,
End of Course Algebra I,2022,SDA00AA1200022R,RDA00AA1200022R,DDA00AA1200022R,DDB00AA1200022R,DDH00AA1200022R,"DDW00AA1200022R
:unselected:",DDI00AA1200022R,DD300AA1200022R,"DD400AA1200022R
:unselected:","DD200AA1200022R
:unselected:",DDS00AA1200022R,"DNS00AA1200022R
:unselected:","DNC00AA1200022R
:unselected:","DNM00AA1200022R
:unselected:",DDE00AA1200022R,DD000AA1200022R,
,2019,SDA00AA1200019R,RDA00AA1200019R,DDA00AA1200019R,"DDB00AA1200019R
:unselected:",DDH00AA1200019R,"DDW00AA1200019R
:unselected:",DDI00AA1200019R,DD300AA1200019R,"DD400AA1200019R
:unselected:","DD200AA1200019R
:unselected:","DDS00AA1200019R
:unselected:","DNS00AA1200019R
:unselected:","DNC00AA1200019R
:unselected:","DNM00AA1200019R
:unselected:",DDE00AA1200019R,DD000AA1200019R,
All Grades Both Subjects,2022,SDA00A00200022R,RDA00A00200022R,DDA00A00200022R,"DDB00A00200022R
:unselected:",DDH00A00200022R,"DDW00A00200022R
:unselected:",DDI00A00200022R,DD300A00200022R,"DD400A00200022R
:unselected:","DD200A00200022R
:unselected:",DDS00A00200022R,"DNS00A00200022R
:unselected:","DNC00A00200022R
:unselected:","DNM00A00200022R
:unselected:",DDE00A00200022R,DD000A00200022R,
All Grades ELA/Reading,"2019
2022","SDA00A00200019R
SDA00AR0200022R","RDA00A00200019R
RDA00AR0200022R","DDA00A00200019R
DDA00AR0200022R","DDB00A00200019R
DDB00AR0200022R
:unselected:","DDH00A00200019R
DDH00AR0200022R","DDW00A00200019R
DDW00AR0200022R
:unselected:
:unselected:","DDI00A00200019R
DDI00AR0200022R
:unselected:","DD300A00200019R
DD300AR0200022R","DD400A00200019R
DD400AR0200022R
:unselected:
:unselected:","DD200A00200019R
DD200AR0200022R
:unselected:
:unselected:","DDS00A00200019R
DDS00AR0200022R","DNS00A00200019R
DNS00AR0200022R
:unselected:
:unselected:","DNC00A00200019R
DNC00AR0200022R
:unselected:
:unselected:","DNM00A00200019R
DNM00AR0200022R
:unselected:
:unselected:","DDE00A00200019R
DDE00AR0200022R","DD000A00200019R
DD000AR0200022R",
,2019,SDA00AR0200019R,RDA00AR0200019R,DDA00AR0200019R,DDB00AR0200019R,DDH00AR0200019R,"DDW00AR0200019R
:unselected:",DDI00AR0200019R,DD300AR0200019R,"DD400AR0200019R
:unselected:","DD200AR0200019R
:unselected:",DDS00AR0200019R,"DNS00AR0200019R
:unselected:","DNC00AR0200019R
:unselected:","DNM00AR0200019R
:unselected:",DDE00AR0200019R,DD000AR0200019R,
All Grades Mathematics,"2022
2019","SDA00AM0200022R
SDA00AM0200019R","RDA00AM0200022R
RDA00AM0200019R","DDA00AM0200022R
DDA00AM0200019R","DDB00AM0200022R
DDB00AM0200019R","DDH00AM0200022R
DDH00AM0200019R","DDW00AM0200022R
DDW00AM0200019R
:unselected:","DDI00AM0200022R
DDI00AM0200019R
:unselected:","DD300AM0200022R
DD300AM0200019R","DD400AM0200022R
DD400AM0200019R
:unselected:
:unselected:","DD200AM0200022R
DD200AM0200019R","DDS00AM0200022R
DDS00AM0200019R","DNS00AM0200022R
DNS00AM0200019R
:unselected:
:unselected:","DNC00AM0200022R
DNC00AM0200019R
:unselected:
:unselected:","DNM00AM0200022R
DNM00AM0200019R
:unselected:
:unselected:","DDE00AM0200022R
DDE00AM0200019R","DD000AM0200022R
DD000AM0200019R",
,,,,,,,,,,,,,,,,,,
,School Year,State,Region ##,District,Total Bilingual Education,BE-Trans Early Exit,BE-Trans Late Exit,BE-Dual Two-Way,BE-Dual One-Way,ALP Bilingual (Exception),Total ESL,ESL Content-Based,ESL Pull-Out,ALP ESL (Waiver),EB/EL with Parental Denial,Never EB/EL,Total EB/EL (Current),Monitored & Former EB/EL
STAAR Performance Rate by Subject and Performance Level All Grades All Subjects,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above At Meets Grade Level or Above,2022 2021 2022 2021,SDA00A001S22R SDA00A001S21R SDA00A001222R SDA00A001221R,RDA00A001S22R RDA00A001S21R RDA00A001222R RDA00A001221R,DDA00A001S22R DDA00A001S21R DDA00A001222R DDA00A001221R,DDU00A001S22R DDU00A001S21R DDU00A001222R DDU00A001221R,DDJ00A001S22R DDJ00A001S21R DDJ00A001222R DDJ00A001221R,"DDK00A001S22R DDK00A001S21R DDK00A001222R DDK00A001221R
:unselected:","DDQ00A001S22R DDQ00A001S21R DDQ00A001222R
:unselected:",DDT00A001S22R DDT00A001S21R DDT00A001222R,"DNB00A001S22R DNB00A001S21R DNB00A001222R
:unselected:
:unselected:
:unselected:",DDC00A001S22R DDC00A001S21R DDC00A001222R,"DDX00A001S22R DDX00A001S21R DDX00A001222R
:unselected:",DDY00A001S22R DDY00A001S21R DDY00A001222R,DNE00A001S22R DNE00A001S21R DNE00A001222R,DDZ00A001S22R DDZ00A001S21R DDZ00A001222R,DD800A001S22R DD800A001S21R DD800A001222R,DDL00A001S22R DDL00A001S21R DDL00A001222R,DNT00A001S22R DNT00A001S21R DNT00A001222R
At Masters Grade Level,"2022
2021","SDA00A001322R
SDA00A001321R","RDA00A001322R
RDA00A001321R","DDA00A001322R
DDA00A001321R","DDU00A001322R
DDU00A001321R","DDJ00A001322R
DDJ00A001321R","DDK00A001322R DDK00A001321R
:unselected:","DDQ00A001221R
DDQ00A001322R DDQ00A001321R","DDT00A001221R
DDT00A001322R DDT00A001321R
:unselected:","DNB00A001221R
DNB00A001322R DNB00A001321R
:unselected:
:unselected:","DDC00A001221R
DDC00A001322R DDC00A001321R","DDX00A001221R
DDX00A001322R DDX00A001321R","DDY00A001221R
DDY00A001322R DDY00A001321R","DNE00A001221R
DNE00A001322R DNE00A001321R","DDZ00A001221R
DDZ00A001322R DDZ00A001321R","DD800A001221R
DD800A001322R DD800A001321R","DDL00A001221R
DDL00A001322R DDL00A001321R","DNT00A001221R
DNT00A001322R DNT00A001321R"
All Grades ELA/Reading,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above At Meets Grade Level or Above,"2022
2021 2022",SDA00AR01S22R SDA00AR01S21R SDA00AR01322R,RDA00AR01S22R RDA00AR01S21R RDA00AR01322R,DDA00AR01S22R DDA00AR01S21R DDA00AR01322R,DDU00AR01S22R DDU00AR01S21R DDU00AR01322R,DDJ00AR01S22R DDJ00AR01S21R DDJ00AR01322R,DDK00AR01S22R DDK00AR01S21R DDK00AR01322R,DDQ00AR01S22R DDQ00AR01S21R DDQ00AR01322R,DDT00AR01S22R DDT00AR01S21R DDT00AR01322R,"DNB00AR01S22R DNB00AR01S21R DNB00AR01222R
:unselected: :unselected: :unselected:",DDC00AR01S22R DDC00AR01S21R DDC00AR01322R,DDX00AR01S22R DDX00AR01S21R DDX00AR01322R,DDY00AR01S22R DDY00AR01S21R DDY00AR01322R,DNE00AR01S22R DNE00AR01S21R DNE00AR01222R,DDZ00AR01S22R DDZ00AR01S21R DDZ00AR01322R,DD800AR01S22R DD800AR01S21R DD800AR01222R,DDL00AR01S22R DDL00AR01S21R DDL00AR01322R,DNT00AR01S22R DNT00AR01S21R DNT00AR01222R
,2021,SDA00AR01321R,RDA00AR01321R,DDA00AR01321R,DDU00AR01321R,DDJ00AR01321R,DDK00AR01321R,DDQ00AR01321R,DDT00AR01321R,"DNB00AR01221R
:unselected:",DDC00AR01321R,DDX00AR01321R,DDY00AR01321R,DNE00AR01221R,DDZ00AR01321R,DD800AR01221R,DDL00AR01321R,DNT00AR01221R
