,School Year,State,District,Campus,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed (Current),Special Ed (Former),Continu- ously Enrolled,Non-Continu- ously Enrolled,Econ Disadv,EB/EL (Current & Monitored),
At Meets Grade Level or Above,2021,SDA05ASC1221R,RDA05ASC1221R,DDA05ASC1221R,DDB05ASC1221R,DDH05ASC1221R,DDW05ASC1221R,DDI05ASC1221R,DD305ASC1221R,DD405ASC1221R,DD205ASC1221R,DDS05ASC1221R,DNS05ASC1221R,"DNC05ASC1221R
:unselected:",DNM05ASC1221R,DDE05ASC1221R,DD005ASC1221R,
,2019,SDA05ASC1219R,RDA05ASC1219R,DDA05ASC1219R,DDB05ASC1219R,DDH05ASC1219R,DDW05ASC1219R,DDI05ASC1219R,DD305ASC1219R,DD405ASC1219R,DD205ASC1219R,DDS05ASC1219R,DNS05ASC1219R,"DNC05ASC1219R
:unselected:",DNM05ASC1219R,DDE05ASC1219R,DD005ASC1219R,
At Masters Grade Level,2021,SDA05ASC1321R,RDA05ASC1321R,DDA05ASC1321R,DDB05ASC1321R,DDH05ASC1321R,DDW05ASC1321R,DDI05ASC1321R,DD305ASC1321R,DD405ASC1321R,DD205ASC1321R,DDS05ASC1321R,DNS05ASC1321R,"DNC05ASC1321R
:unselected:",DNM05ASC1321R,DDE05ASC1321R,DD005ASC1321R,
,2019,SDA05ASC1319R,RDA05ASC1319R,DDA05ASC1319R,DDB05ASC1319R,DDH05ASC1319R,DDW05ASC1319R,DDI05ASC1319R,DD305ASC1319R,DD405ASC1319R,DD205ASC1319R,DDS05ASC1319R,DNS05ASC1319R,"DNC05ASC1319R
:unselected:",DNM05ASC1319R,DDE05ASC1319R,DD005ASC1319R,
Grade 6 Reading,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,SDA06ARE1S21R,RDA06ARE1S21R,DDA06ARE1S21R,DDB06ARE1S21R,DDH06ARE1S21R,DDW06ARE1S21R,DDI06ARE1S21R,DD306ARE1S21R,DD406ARE1S21R,DD206ARE1S21R,DDS06ARE1S21R,DNS06ARE1S21R,DNC06ARE1S21R,DNM06ARE1S21R,DDE06ARE1S21R,DD006ARE1S21R,
,2019,SDA06ARE1S19R,RDA06ARE1S19R,DDA06ARE1S19R,DDB06ARE1S19R,DDH06ARE1S19R,DDW06ARE1S19R,DDI06ARE1S19R,DD306ARE1S19R,DD406ARE1S19R,DD206ARE1S19R,DDS06ARE1S19R,DNS06ARE1S19R,DNC06ARE1S19R,DNM06ARE1S19R,DDE06ARE1S19R,DD006ARE1S19R,
At Meets Grade Level or Above,2021,SDA06ARE1221R,RDA06ARE1221R,DDA06ARE1221R,DDB06ARE1221R,DDH06ARE1221R,DDW06ARE1221R,DDI06ARE1221R,DD306ARE1221R,DD406ARE1221R,DD206ARE1221R,DDS06ARE1221R,DNS06ARE1221R,"DNC06ARE1221R
:unselected:",DNM06ARE1221R,DDE06ARE1221R,DD006ARE1221R,
,2019,SDA06ARE1219R,RDA06ARE1219R,DDA06ARE1219R,DDB06ARE1219R,DDH06ARE1219R,DDW06ARE1219R,DDI06ARE1219R,DD306ARE1219R,DD406ARE1219R,DD206ARE1219R,DDS06ARE1219R,DNS06ARE1219R,"DNC06ARE1219R
:unselected:",DNM06ARE1219R,"DDE06ARE1219R
:selected:",DD006ARE1219R,
At Masters Grade Level,2021,SDA06ARE1321R,RDA06ARE1321R,DDA06ARE1321R,DDB06ARE1321R,DDH06ARE1321R,DDW06ARE1321R,DDI06ARE1321R,DD306ARE1321R,DD406ARE1321R,DD206ARE1321R,DDS06ARE1321R,DNS06ARE1321R,"DNC06ARE1321R
:unselected:",DNM06ARE1321R,DDE06ARE1321R,DD006ARE1321R,
,2019,SDA06ARE1319R,RDA06ARE1319R,DDA06ARE1319R,DDB06ARE1319R,DDH06ARE1319R,DDW06ARE1319R,DDI06ARE1319R,DD306ARE1319R,DD406ARE1319R,DD206ARE1319R,"DDS06ARE1319R
:unselected:",DNS06ARE1319R,"DNC06ARE1319R
:unselected:",DNM06ARE1319R,DDE06ARE1319R,DD006ARE1319R,
Grade 6 Mathematics,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,SDA06AMA1S21R,RDA06AMA1S21R,DDA06AMA1S21R,DDB06AMA1S21R,DDH06AMA1S21R,DDW06AMA1S21R,DDI06AMA1S21R,DD306AMA1S21R,DD406AMA1S21R,DD206AMA1S21R,DDS06AMA1S21R,DNS06AMA1S21R,"DNC06AMA1S21R
:unselected:",DNM06AMA1S21R,DDE06AMA1S21R,DD006AMA1S21R,
,2019,SDA06AMA1S19R,RDA06AMA1S19R,DDA06AMA1S19R,DDB06AMA1S19R,DDH06AMA1S19R,DDW06AMA1S19R,DDI06AMA1S19R,DD306AMA1S19R,DD406AMA1S19R,DD206AMA1S19R,DDS06AMA1S19R,DNS06AMA1S19R,"DNC06AMA1S19R
:unselected:",DNM06AMA1S19R,"DDE06AMA1S19R
:unselected:",DD006AMA1S19R,
At Meets Grade Level or Above,2021,SDA06AMA1221R,RDA06AMA1221R,DDA06AMA1221R,DDB06AMA1221R,DDH06AMA1221R,DDW06AMA1221R,DDI06AMA1221R,DD306AMA1221R,DD406AMA1221R,DD206AMA1221R,DDS06AMA1221R,DNS06AMA1221R,"DNC06AMA1221R
:unselected:",DNM06AMA1221R,DDE06AMA1221R,DD006AMA1221R,
,2019,SDA06AMA1219R,RDA06AMA1219R,DDA06AMA1219R,DDB06AMA1219R,DDH06AMA1219R,DDW06AMA1219R,DDI06AMA1219R,DD306AMA1219R,DD406AMA1219R,DD206AMA1219R,DDS06AMA1219R,DNS06AMA1219R,"DNC06AMA1219R
:unselected:",DNM06AMA1219R,DDE06AMA1219R,DD006AMA1219R,
At Masters Grade Level,2021,SDA06AMA1321R,RDA06AMA1321R,DDA06AMA1321R,DDB06AMA1321R,DDH06AMA1321R,DDW06AMA1321R,"DDI06AMA1321R
:unselected:",DD306AMA1321R,DD406AMA1321R,DD206AMA1321R,DDS06AMA1321R,DNS06AMA1321R,"DNC06AMA1321R
:unselected:",DNM06AMA1321R,"DDE06AMA1321R
:unselected:",DD006AMA1321R,
,2019,SDA06AMA1319R,RDA06AMA1319R,DDA06AMA1319R,DDB06AMA1319R,DDH06AMA1319R,DDW06AMA1319R,DDI06AMA1319R,DD306AMA1319R,DD406AMA1319R,DD206AMA1319R,DDS06AMA1319R,DNS06AMA1319R,"DNC06AMA1319R
:unselected:",DNM06AMA1319R,DDE06AMA1319R,DD006AMA1319R,
,,,,,,,,,,,,,,,,,,
,School Year,State,Region ##,District,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed (Current),Special Ed (Former),Continu- ously Enrolled,Non-Continu- ously Enrolled,Econ Disadv,EB/EL (Current & Monitored),
Grade 7 Reading,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,SDA07ARE1S21R,RDA07ARE1S21R,DDA07ARE1S21R,DDB07ARE1S21R,DDH07ARE1S21R,DDW07ARE1S21R,DDI07ARE1S21R,DD307ARE1S21R,DD407ARE1S21R,DD207ARE1S21R,DDS07ARE1S21R,DNS07ARE1S21R,"DNC07ARE1S21R
:unselected:",DNM07ARE1S21R,DDE07ARE1S21R,DD007ARE1S21R,
,2019,SDA07ARE1S19R,RDA07ARE1S19R,DDA07ARE1S19R,DDB07ARE1S19R,DDH07ARE1S19R,DDW07ARE1S19R,DDI07ARE1S19R,DD307ARE1S19R,DD407ARE1S19R,DD207ARE1S19R,"DDS07ARE1S19R
:unselected:",DNS07ARE1S19R,"DNC07ARE1S19R
:unselected:",DNM07ARE1S19R,"DDE07ARE1S19R
:unselected:",DD007ARE1S19R,
At Meets Grade Level or Above,2021,SDA07ARE1221R,RDA07ARE1221R,DDA07ARE1221R,DDB07ARE1221R,DDH07ARE1221R,DDW07ARE1221R,DDI07ARE1221R,DD307ARE1221R,DD407ARE1221R,DD207ARE1221R,"DDS07ARE1221R
:unselected:",DNS07ARE1221R,"DNC07ARE1221R
:unselected:","DNM07ARE1221R
:unselected:","DDE07ARE1221R
:unselected:",DD007ARE1221R,
,2019,SDA07ARE1219R,RDA07ARE1219R,DDA07ARE1219R,DDB07ARE1219R,DDH07ARE1219R,DDW07ARE1219R,DDI07ARE1219R,DD307ARE1219R,DD407ARE1219R,DD207ARE1219R,"DDS07ARE1219R
:unselected:","DNS07ARE1219R
:unselected:","DNC07ARE1219R
:unselected:",DNM07ARE1219R,"DDE07ARE1219R
:unselected:",DD007ARE1219R,
At Masters Grade Level,2021,SDA07ARE1321R,RDA07ARE1321R,DDA07ARE1321R,DDB07ARE1321R,DDH07ARE1321R,DDW07ARE1321R,DDI07ARE1321R,DD307ARE1321R,DD407ARE1321R,DD207ARE1321R,"DDS07ARE1321R
:unselected:","DNS07ARE1321R
:unselected:","DNC07ARE1321R
:unselected:",DNM07ARE1321R,DDE07ARE1321R,DD007ARE1321R,
,2019,SDA07ARE1319R,RDA07ARE1319R,DDA07ARE1319R,DDB07ARE1319R,DDH07ARE1319R,DDW07ARE1319R,DDI07ARE1319R,DD307ARE1319R,DD407ARE1319R,DD207ARE1319R,DDS07ARE1319R,DNS07ARE1319R,"DNC07ARE1319R
:unselected:",DNM07ARE1319R,DDE07ARE1319R,DD007ARE1319R,
Grade 7 Mathematics,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,SDA07AMA1S21R,RDA07AMA1S21R,DDA07AMA1S21R,DDB07AMA1S21R,DDH07AMA1S21R,DDW07AMA1S21R,DDI07AMA1S21R,DD307AMA1S21R,DD407AMA1S21R,DD207AMA1S21R,DDS07AMA1S21R,DNS07AMA1S21R,"DNC07AMA1S21R
:unselected:",DNM07AMA1S21R,"DDE07AMA1S21R
:unselected:",DD007AMA1S21R,
,2019,SDA07AMA1S19R,RDA07AMA1S19R,DDA07AMA1S19R,DDB07AMA1S19R,DDH07AMA1S19R,DDW07AMA1S19R,DDI07AMA1S19R,DD307AMA1S19R,DD407AMA1S19R,DD207AMA1S19R,DDS07AMA1S19R,DNS07AMA1S19R,"DNC07AMA1S19R
:unselected:",DNM07AMA1S19R,"DDE07AMA1S19R
:unselected:",DD007AMA1S19R,
At Meets Grade Level or Above,2021,SDA07AMA1221R,RDA07AMA1221R,DDA07AMA1221R,DDB07AMA1221R,DDH07AMA1221R,DDW07AMA1221R,DDI07AMA1221R,DD307AMA1221R,DD407AMA1221R,DD207AMA1221R,DDS07AMA1221R,DNS07AMA1221R,"DNC07AMA1221R
:unselected:",DNM07AMA1221R,"DDE07AMA1221R
:unselected:",DD007AMA1221R,
,2019,SDA07AMA1219R,RDA07AMA1219R,DDA07AMA1219R,DDB07AMA1219R,DDH07AMA1219R,DDW07AMA1219R,DDI07AMA1219R,DD307AMA1219R,DD407AMA1219R,DD207AMA1219R,DDS07AMA1219R,DNS07AMA1219R,"DNC07AMA1219R
:unselected:",DNM07AMA1219R,DDE07AMA1219R,DD007AMA1219R,
At Masters Grade Level,2021,SDA07AMA1321R,RDA07AMA1321R,DDA07AMA1321R,DDB07AMA1321R,DDH07AMA1321R,DDW07AMA1321R,DDI07AMA1321R,DD307AMA1321R,DD407AMA1321R,DD207AMA1321R,DDS07AMA1321R,DNS07AMA1321R,"DNC07AMA1321R
:unselected:",DNM07AMA1321R,DDE07AMA1321R,DD007AMA1321R,
,2019,SDA07AMA1319R,RDA07AMA1319R,DDA07AMA1319R,DDB07AMA1319R,DDH07AMA1319R,DDW07AMA1319R,DDI07AMA1319R,DD307AMA1319R,DD407AMA1319R,DD207AMA1319R,DDS07AMA1319R,DNS07AMA1319R,DNC07AMA1319R,DNM07AMA1319R,DDE07AMA1319R,DD007AMA1319R,
Grade 7 Writing,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,SDA07AWR1S21R,RDA07AWR1S21R,DDA07AWR1S21R,DDB07AWR1S21R,DDH07AWR1S21R,DDW07AWR1S21R,DDI07AWR1S21R,DD307AWR1S21R,DD407AWR1S21R,DD207AWR1S21R,DDS07AWR1S21R,DNS07AWR1S21R,DNC07AWR1S21R,DNM07AWR1S21R,DDE07AWR1S21R,DD007AWR1S21R,
,2019,SDA07AWR1S19R,RDA07AWR1S19R,DDA07AWR1S19R,DDB07AWR1S19R,DDH07AWR1S19R,DDW07AWR1S19R,DDI07AWR1S19R,DD307AWR1S19R,DD407AWR1S19R,DD207AWR1S19R,DDS07AWR1S19R,DNS07AWR1S19R,DNC07AWR1S19R,DNM07AWR1S19R,DDE07AWR1S19R,DD007AWR1S19R,
At Meets Grade Level or Above,2021,SDA07AWR1221R,RDA07AWR1221R,DDA07AWR1221R,DDB07AWR1221R,DDH07AWR1221R,DDW07AWR1221R,DDI07AWR1221R,DD307AWR1221R,DD407AWR1221R,DD207AWR1221R,DDS07AWR1221R,DNS07AWR1221R,DNC07AWR1221R,DNM07AWR1221R,DDE07AWR1221R,DD007AWR1221R,
,2019,SDA07AWR1219R,RDA07AWR1219R,DDA07AWR1219R,DDB07AWR1219R,DDH07AWR1219R,DDW07AWR1219R,DDI07AWR1219R,DD307AWR1219R,DD407AWR1219R,DD207AWR1219R,DDS07AWR1219R,DNS07AWR1219R,DNC07AWR1219R,DNM07AWR1219R,DDE07AWR1219R,DD007AWR1219R,
At Masters Grade Level,2021,SDA07AWR1321R,RDA07AWR1321R,DDA07AWR1321R,DDB07AWR1321R,DDH07AWR1321R,DDW07AWR1321R,DDI07AWR1321R,DD307AWR1321R,DD407AWR1321R,DD207AWR1321R,DDS07AWR1321R,DNS07AWR1321R,DNC07AWR1321R,DNM07AWR1321R,DDE07AWR1321R,DD007AWR1321R,
,2019,SDA07AWR1319R,RDA07AWR1319R,DDA07AWR1319R,DDB07AWR1319R,DDH07AWR1319R,DDW07AWR1319R,DDI07AWR1319R,DD307AWR1319R,DD407AWR1319R,DD207AWR1319R,DDS07AWR1319R,DNS07AWR1319R,DNC07AWR1319R,DNM07AWR1319R,DDE07AWR1319R,DD007AWR1319R,
Grade 8 Reading+,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,SDA08ARE1S21R,RDA08ARE1S21R,DDA08ARE1S21R,DDB08ARE1S21R,DDH08ARE1S21R,DDW08ARE1S21R,DDI08ARE1S21R,DD308ARE1S21R,DD408ARE1S21R,DD208ARE1S21R,DDS08ARE1S21R,DNS08ARE1S21R,DNC08ARE1S21R,DNM08ARE1S21R,DDE08ARE1S21R,DD008ARE1S21R,
,2019,SDA08ARE1S19R,RDA08ARE1S19R,DDA08ARE1S19R,DDB08ARE1S19R,DDH08ARE1S19R,DDW08ARE1S19R,DDI08ARE1S19R,DD308ARE1S19R,DD408ARE1S19R,DD208ARE1S19R,DDS08ARE1S19R,DNS08ARE1S19R,"DNC08ARE1S19R
:unselected:",DNM08ARE1S19R,DDE08ARE1S19R,DD008ARE1S19R,
At Meets Grade Level or Above,2021,SDA08ARE1221R,RDA08ARE1221R,DDA08ARE1221R,DDB08ARE1221R,DDH08ARE1221R,DDW08ARE1221R,DDI08ARE1221R,DD308ARE1221R,DD408ARE1221R,DD208ARE1221R,DDS08ARE1221R,DNS08ARE1221R,"DNC08ARE1221R
:unselected:",DNM08ARE1221R,DDE08ARE1221R,DD008ARE1221R,
,2019,SDA08ARE1219R,RDA08ARE1219R,DDA08ARE1219R,DDB08ARE1219R,DDH08ARE1219R,DDW08ARE1219R,DDI08ARE1219R,DD308ARE1219R,DD408ARE1219R,DD208ARE1219R,DDS08ARE1219R,DNS08ARE1219R,"DNC08ARE1219R
:unselected:",DNM08ARE1219R,DDE08ARE1219R,DD008ARE1219R,
At Masters Grade Level,2021,SDA08ARE1321R,RDA08ARE1321R,DDA08ARE1321R,DDB08ARE1321R,DDH08ARE1321R,DDW08ARE1321R,DDI08ARE1321R,DD308ARE1321R,DD408ARE1321R,DD208ARE1321R,DDS08ARE1321R,DNS08ARE1321R,"DNC08ARE1321R
:unselected:",DNM08ARE1321R,DDE08ARE1321R,DD008ARE1321R,
,2019,SDA08ARE1319R,RDA08ARE1319R,DDA08ARE1319R,DDB08ARE1319R,DDH08ARE1319R,DDW08ARE1319R,DDI08ARE1319R,DD308ARE1319R,DD408ARE1319R,DD208ARE1319R,DDS08ARE1319R,DNS08ARE1319R,"DNC08ARE1319R
:unselected:",DNM08ARE1319R,DDE08ARE1319R,DD008ARE1319R,
Grade 8 Mathematics+,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,SDA08AMA1S21R,RDA08AMA1S21R,DDA08AMA1S21R,DDB08AMA1S21R,DDH08AMA1S21R,DDW08AMA1S21R,DDI08AMA1S21R,DD308AMA1S21R,DD408AMA1S21R,DD208AMA1S21R,DDS08AMA1S21R,DNS08AMA1S21R,DNC08AMA1S21R,DNM08AMA1S21R,DDE08AMA1S21R,DD008AMA1S21R,
,2019,SDA08AMA1S19R,RDA08AMA1S19R,DDA08AMA1S19R,DDB08AMA1S19R,DDH08AMA1S19R,DDW08AMA1S19R,DDI08AMA1S19R,DD308AMA1S19R,DD408AMA1S19R,DD208AMA1S19R,DDS08AMA1S19R,DNS08AMA1S19R,DNC08AMA1S19R,DNM08AMA1S19R,DDE08AMA1S19R,DD008AMA1S19R,
At Meets Grade Level or Above,2021,SDA08AMA1221R,RDA08AMA1221R,DDA08AMA1221R,DDB08AMA1221R,DDH08AMA1221R,DDW08AMA1221R,DDI08AMA1221R,DD308AMA1221R,DD408AMA1221R,DD208AMA1221R,DDS08AMA1221R,DNS08AMA1221R,DNC08AMA1221R,DNM08AMA1221R,DDE08AMA1221R,DD008AMA1221R,
,2019,SDA08AMA1219R,RDA08AMA1219R,DDA08AMA1219R,DDB08AMA1219R,DDH08AMA1219R,DDW08AMA1219R,DDI08AMA1219R,DD308AMA1219R,DD408AMA1219R,DD208AMA1219R,DDS08AMA1219R,DNS08AMA1219R,DNC08AMA1219R,DNM08AMA1219R,DDE08AMA1219R,DD008AMA1219R,
At Masters Grade Level,2021,SDA08AMA1321R,RDA08AMA1321R,DDA08AMA1321R,DDB08AMA1321R,DDH08AMA1321R,DDW08AMA1321R,DDI08AMA1321R,DD308AMA1321R,DD408AMA1321R,DD208AMA1321R,DDS08AMA1321R,DNS08AMA1321R,DNC08AMA1321R,DNM08AMA1321R,DDE08AMA1321R,DD008AMA1321R,
,2019,SDA08AMA1319R,RDA08AMA1319R,DDA08AMA1319R,DDB08AMA1319R,DDH08AMA1319R,DDW08AMA1319R,DDI08AMA1319R,DD308AMA1319R,DD408AMA1319R,DD208AMA1319R,DDS08AMA1319R,DNS08AMA1319R,"DNC08AMA1319R
:unselected:","DNM08AMA1319R
:unselected:",DDE08AMA1319R,DD008AMA1319R,
Grade 8 Science,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,SDA08ASC1S21R,RDA08ASC1S21R,DDA08ASC1S21R,DDB08ASC1S21R,DDH08ASC1S21R,DDW08ASC1S21R,DDI08ASC1S21R,DD308ASC1S21R,DD408ASC1S21R,DD208ASC1S21R,DDS08ASC1S21R,DNS08ASC1S21R,"DNC08ASC1S21R
:unselected:",DNM08ASC1S21R,DDE08ASC1S21R,DD008ASC1S21R,
,2019,SDA08ASC1S19R,RDA08ASC1S19R,DDA08ASC1S19R,DDB08ASC1S19R,DDH08ASC1S19R,DDW08ASC1S19R,DDI08ASC1S19R,DD308ASC1S19R,DD408ASC1S19R,DD208ASC1S19R,DDS08ASC1S19R,DNS08ASC1S19R,"DNC08ASC1S19R
:unselected:",DNM08ASC1S19R,DDE08ASC1S19R,DD008ASC1S19R,
At Meets Grade Level or Above,2021,SDA08ASC1221R,RDA08ASC1221R,DDA08ASC1221R,DDB08ASC1221R,DDH08ASC1221R,DDW08ASC1221R,DDI08ASC1221R,DD308ASC1221R,DD408ASC1221R,DD208ASC1221R,DDS08ASC1221R,DNS08ASC1221R,"DNC08ASC1221R
:unselected:",DNM08ASC1221R,DDE08ASC1221R,DD008ASC1221R,
,2019,SDA08ASC1219R,RDA08ASC1219R,DDA08ASC1219R,DDB08ASC1219R,DDH08ASC1219R,DDW08ASC1219R,DDI08ASC1219R,DD308ASC1219R,DD408ASC1219R,DD208ASC1219R,DDS08ASC1219R,DNS08ASC1219R,"DNC08ASC1219R
:unselected:",DNM08ASC1219R,DDE08ASC1219R,DD008ASC1219R,
At Masters Grade Level,2021,SDA08ASC1321R,RDA08ASC1321R,DDA08ASC1321R,DDB08ASC1321R,DDH08ASC1321R,DDW08ASC1321R,DDI08ASC1321R,DD308ASC1321R,DD408ASC1321R,DD208ASC1321R,"DDS08ASC1321R
:unselected:",DNS08ASC1321R,"DNC08ASC1321R
:unselected:",DNM08ASC1321R,DDE08ASC1321R,DD008ASC1321R,
,2019,SDA08ASC1319R,RDA08ASC1319R,DDA08ASC1319R,DDB08ASC1319R,DDH08ASC1319R,DDW08ASC1319R,DDI08ASC1319R,DD308ASC1319R,DD408ASC1319R,DD208ASC1319R,"DDS08ASC1319R
:unselected:","DNS08ASC1319R
:unselected:","DNC08ASC1319R
:unselected:",DNM08ASC1319R,DDE08ASC1319R,DD008ASC1319R,
Grade 8 Social Studies,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,SDA08ASS1S21R,RDA08ASS1S21R,DDA08ASS1S21R,DDB08ASS1S21R,DDH08ASS1S21R,DDW08ASS1S21R,DDI08ASS1S21R,DD308ASS1S21R,DD408ASS1S21R,DD208ASS1S21R,DDS08ASS1S21R,DNS08ASS1S21R,"DNC08ASS1S21R
:unselected:",DNM08ASS1S21R,DDE08ASS1S21R,DD008ASS1S21R,
,2019,SDA08ASS1S19R,RDA08ASS1S19R,DDA08ASS1S19R,DDB08ASS1S19R,DDH08ASS1S19R,DDW08ASS1S19R,DDI08ASS1S19R,DD308ASS1S19R,DD408ASS1S19R,DD208ASS1S19R,"DDS08ASS1S19R
:unselected:","DNS08ASS1S19R
:unselected:","DNC08ASS1S19R
:unselected:",DNM08ASS1S19R,DDE08ASS1S19R,DD008ASS1S19R,
At Meets Grade Level or Above,2021,SDA08ASS1221R,RDA08ASS1221R,DDA08ASS1221R,DDB08ASS1221R,DDH08ASS1221R,DDW08ASS1221R,DDI08ASS1221R,DD308ASS1221R,DD408ASS1221R,DD208ASS1221R,DDS08ASS1221R,DNS08ASS1221R,"DNC08ASS1221R
:unselected:","DNM08ASS1221R
:unselected:",DDE08ASS1221R,DD008ASS1221R,
,2019,SDA08ASS1219R,RDA08ASS1219R,DDA08ASS1219R,DDB08ASS1219R,DDH08ASS1219R,DDW08ASS1219R,DDI08ASS1219R,DD308ASS1219R,DD408ASS1219R,DD208ASS1219R,"DDS08ASS1219R
:unselected:","DNS08ASS1219R
:unselected:","DNC08ASS1219R
:unselected:","DNM08ASS1219R
:unselected:",DDE08ASS1219R,DD008ASS1219R,
At Masters Grade Level,2021,SDA08ASS1321R,RDA08ASS1321R,DDA08ASS1321R,DDB08ASS1321R,DDH08ASS1321R,DDW08ASS1321R,DDI08ASS1321R,DD308ASS1321R,"DD408ASS1321R
:unselected:",DD208ASS1321R,"DDS08ASS1321R
:unselected:","DNS08ASS1321R
:unselected:","DNC08ASS1321R
:unselected:","DNM08ASS1321R
:unselected:",DDE08ASS1321R,DD008ASS1321R,
,2019,SDA08ASS1319R,RDA08ASS1319R,DDA08ASS1319R,DDB08ASS1319R,DDH08ASS1319R,DDW08ASS1319R,DDI08ASS1319R,DD308ASS1319R,"DD408ASS1319R
:unselected:","DD208ASS1319R
:unselected:","DDS08ASS1319R
:unselected:","DNS08ASS1319R
:unselected:","DNC08ASS1319R
:unselected:","DNM08ASS1319R
:unselected:",DDE08ASS1319R,DD008ASS1319R,
End of Course English I,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,SDA00AR11S21R,RDA00AR11S21R,DDA00AR11S21R,DDB00AR11S21R,DDH00AR11S21R,DDW00AR11S21R,DDI00AR11S21R,DD300AR11S21R,"DD400AR11S21R
:unselected:","DD200AR11S21R
:unselected:","DDS00AR11S21R
:unselected:","DNS00AR11S21R
:unselected:","DNC00AR11S21R
:unselected:","DNM00AR11S21R
:unselected:",DDE00AR11S21R,DD000AR11S21R,
,2019,SDA00AR11S19R,RDA00AR11S19R,DDA00AR11S19R,DDB00AR11S19R,DDH00AR11S19R,DDW00AR11S19R,DDI00AR11S19R,DD300AR11S19R,"DD400AR11S19R
:unselected:","DD200AR11S19R
:unselected:","DDS00AR11S19R
:unselected:","DNS00AR11S19R
:unselected:","DNC00AR11S19R
:unselected:","DNM00AR11S19R
:unselected:",DDE00AR11S19R,DD000AR11S19R,
At Meets Grade Level or Above,2021,SDA00AR11221R,RDA00AR11221R,DDA00AR11221R,DDB00AR11221R,DDH00AR11221R,DDW00AR11221R,DDI00AR11221R,DD300AR11221R,"DD400AR11221R
:unselected:",DD200AR11221R,"DDS00AR11221R
:unselected:","DNS00AR11221R
:unselected:","DNC00AR11221R
:unselected:","DNM00AR11221R
:unselected:",DDE00AR11221R,DD000AR11221R,
,2019,SDA00AR11219R,RDA00AR11219R,DDA00AR11219R,DDB00AR11219R,DDH00AR11219R,DDW00AR11219R,DDI00AR11219R,DD300AR11219R,"DD400AR11219R
:unselected:","DD200AR11219R
:selected:","DDS00AR11219R
:unselected:","DNS00AR11219R
:unselected:","DNC00AR11219R
:unselected:","DNM00AR11219R
:unselected:",DDE00AR11219R,DD000AR11219R,
At Masters Grade Level,2021,SDA00AR11321R,RDA00AR11321R,DDA00AR11321R,DDB00AR11321R,DDH00AR11321R,DDW00AR11321R,DDI00AR11321R,DD300AR11321R,"DD400AR11321R
:unselected:","DD200AR11321R
:unselected:","DDS00AR11321R
:unselected:","DNS00AR11321R
:unselected:","DNC00AR11321R
:unselected:","DNM00AR11321R
:unselected:","DDE00AR11321R
:unselected:",DD000AR11321R,
,2019,SDA00AR11319R,RDA00AR11319R,DDA00AR11319R,DDB00AR11319R,DDH00AR11319R,DDW00AR11319R,DDI00AR11319R,DD300AR11319R,"DD400AR11319R
:unselected:","DD200AR11319R
:unselected:","DDS00AR11319R
:unselected:","DNS00AR11319R
:unselected:","DNC00AR11319R
:unselected:","DNM00AR11319R
:unselected:","DDE00AR11319R
:unselected:",DD000AR11319R,
End of Course English II,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,SDA00AR21S21R,RDA00AR21S21R,DDA00AR21S21R,DDB00AR21S21R,DDH00AR21S21R,DDW00AR21S21R,DDI00AR21S21R,DD300AR21S21R,"DD400AR21S21R
:unselected:","DD200AR21S21R
:unselected:","DDS00AR21S21R
:unselected:","DNS00AR21S21R
:unselected:","DNC00AR21S21R
:unselected:","DNM00AR21S21R
:unselected:","DDE00AR21S21R
:unselected:","DD000AR21S21R
:unselected:",
,2019,SDA00AR21S19R,RDA00AR21S19R,DDA00AR21S19R,DDB00AR21S19R,DDH00AR21S19R,DDW00AR21S19R,DDI00AR21S19R,DD300AR21S19R,"DD400AR21S19R
:unselected:","DD200AR21S19R
:unselected:","DDS00AR21S19R
:unselected:","DNS00AR21S19R
:unselected:","DNC00AR21S19R
:unselected:","DNM00AR21S19R
:unselected:","DDE00AR21S19R
:unselected:","DD000AR21S19R
:unselected:",
At Meets Grade Level or Above,2021,SDA00AR21221R,RDA00AR21221R,DDA00AR21221R,DDB00AR21221R,DDH00AR21221R,DDW00AR21221R,DDI00AR21221R,"DD300AR21221R
:unselected:","DD400AR21221R
:unselected:","DD200AR21221R
:selected:","DDS00AR21221R
:unselected:","DNS00AR21221R
:unselected:","DNC00AR21221R
:unselected:","DNM00AR21221R
:unselected:","DDE00AR21221R
:unselected:",DD000AR21221R,
