Military Connected,"CPETMLCC
:unselected:",CPETMLCP,DPETMLCP,SPETMLCP,CPNTMLCC,CPNTMLCP,DPNTMLCP,SPNTMLCP,,,,,,,,,,
At-Risk,"CPETRSKC
:unselected:",CPETRSKP,DPETRSKP,SPETRSKP,CPNTRSKC,CPNTRSKP,DPNTRSKP,SPNTRSKP,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Student Information,Membership ---------------- Campus ---------------- Count Percent District State,,,,Enrollment ---------------- Campus ---------------- Count Percent District State,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Students by Instructional Program:,,,,,,,,,,,,,,,,,,
Bilingual/ESL Education,CPETBILC,CPETBILP,DPETBILP,SPETBILP,CPNTBILC,CPNTBILP,DPNTBILP,SPNTBILP,,,,,,,,,,
Career & Technical Education,"CPETVOCC
:unselected:",CPETVOCP,DPETVOCP,SPETVOCP,,,,,,,,,,,,,,
Career & Technical Education (9-12 grades only) Gifted & Talented Education Special Education,"CPETVHSC CPETGIFC CPETSPEC
:unselected: :unselected: :unselected:",CPETVHSP CPETGIFP CPETSPEP,DPETVHSP DPETGIFP DPETSPEP,SPETVHSP SPETGIFP SPETSPEP,CPNTGIFC CPNTSPEC,CPNTGIFP CPNTSPEP,DPNTGIFP DPNTSPEP,SPNTGIFP SPNTSPEP,,,,,,,,,,
Students with Disabilities by Type of Primary Disability,,,,,,,,,,,,,,,,,,
Total Students with Disabilities,CPETSIMC,,,,,,,,,,,,,,,,,
By Type of Primary Disability,,,,,,,,,,,,,,,,,,
Students with Intellectual Disabilities,"CPETSINC
:unselected:",CPETSINP,DPETSINP,SPETSINP,,,,,,,,,,,,,,
Students with Physical Disabilities,CPETSPHC,CPETSPHP,DPETSPHP,SPETSPHP,,,,,,,,,,,,,,
Students with Autism,"CPETSAUC
:unselected:",CPETSAUP,DPETSAUP,SPETSAUP,,,,,,,,,,,,,,
Students with Behavioral Disabilities,"CPETSBHC
:unselected:",CPETSBHP,DPETSBHP,SPETSBHP,,,,,,,,,,,,,,
Students with Non-Categorical Early Childhood,"CPETSNOC
:unselected: :selected:",CPETSNOP,DPETSNOP,SPETSNOP,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Student Information,--------- Non-Special Education Rates ---------,,,------------- Special Education Rates -------------,,,,,,,,,,,,,,
,Campus,District,State,Campus,District,State,,,,,,,,,,,,
Retention Rates by Grade:,,,,,,,,,,,,,,,,,,
Kindergarten,"CPERRAKR
:unselected:",DPERRAKR,SPERRAKR,"CPERSAKR
:unselected:",DPERSAKR,SPERSAKR,,,,,,,,,,,,
Grade 1,"CPERRA1R
:unselected:",DPERRA1R,SPERRA1R,CPERSA1R,"DPERSA1R
:unselected:",SPERSA1R,,,,,,,,,,,,
Grade 2,"CPERRA2R
:unselected:",DPERRA2R,SPERRA2R,CPERSA2R,"DPERSA2R
:unselected:",SPERSA2R,,,,,,,,,,,,
Grade 3,CPERRA3R,DPERRA3R,SPERRA3R,CPERSA3R,"DPERSA3R
:unselected:",SPERSA3R,,,,,,,,,,,,
Grade 4,"CPERRA4R
:unselected:",DPERRA4R,SPERRA4R,CPERSA4R,"DPERSA4R
:unselected:",SPERSA4R,,,,,,,,,,,,
Grade 5,"CPERRA5R
:unselected:",DPERRA5R,SPERRA5R,CPERSA5R,"DPERSA5R
:unselected:",SPERSA5R,,,,,,,,,,,,
Grade 6,"CPERRA6R
:unselected:",DPERRA6R,SPERRA6R,CPERSA6R,"DPERSA6R
:unselected:",SPERSA6R,,,,,,,,,,,,
Grade 7,CPERRA7R,DPERRA7R,SPERRA7R,CPERSA7R,"DPERSA7R
:unselected:",SPERSA7R,,,,,,,,,,,,
Grade 8,"CPERRA8R
:unselected:",DPERRA8R,SPERRA8R,CPERSA8R,"DPERSA8R
:unselected:",SPERSA8R,,,,,,,,,,,,
Grade 9,"CPERRA9R
:unselected:",DPERRA9R,SPERRA9R,CPERSA9R,"DPERSA9R
:unselected:",SPERSA9R,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Class Size Information,Campus,District,State,,,,,,,,,,,,,,,
Class Size Averages by Grade and Subject (Derived from teacher responsibility records):,,,,,,,,,,,,,,,,,,
Elementary:,,,,,,,,,,,,,,,,,,
Kindergarten,CPCTGKGA,DPCTGKGA,SPCTGKGA,,,,,,,,,,,,,,,
Grade 1,"CPCTG01A
:unselected:","DPCTG01A
:unselected:",SPCTG01A,,,,,,,,,,,,,,,
Grade 2,"CPCTG02A
:unselected:","DPCTG02A
:unselected:",SPCTG02A,,,,,,,,,,,,,,,
Grade 3,"CPCTG03A
:unselected:","DPCTG03A
:unselected:",SPCTG03A,,,,,,,,,,,,,,,
Grade 4,CPCTG04A,"DPCTG04A
:unselected:",SPCTG04A,,,,,,,,,,,,,,,
Grade 5,"CPCTG05A
:unselected:","DPCTG05A
:unselected:",SPCTG05A,,,,,,,,,,,,,,,
Grade 6,"CPCTG06A
:unselected:","DPCTG06A
:unselected:",SPCTG06A,,,,,,,,,,,,,,,
Secondary:,,,,,,,,,,,,,,,,,,
English/Language Arts,"CPCTENGA
:unselected:","DPCTENGA
:unselected:",SPCTENGA,,,,,,,,,,,,,,,
Foreign Languages,"CPCTFLAA
:unselected:","DPCTFLAA
:unselected:",SPCTFLAA,,,,,,,,,,,,,,,
Mathematics,"CPCTMATA
:unselected:","DPCTMATA
:unselected:",SPCTMATA,,,,,,,,,,,,,,,
Science,"CPCTSCIA
:unselected:","DPCTSCIA
:unselected:",SPCTSCIA,,,,,,,,,,,,,,,
Social Studies,"CPCTSOCA
:unselected:","DPCTSOCA
:unselected:",SPCTSOCA,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Staff Information,"------------------- Campus
Count/Average","-------------------
Percent",District,State,,,,,,,,,,,,,,
Total Staff,CPSATOFC,100.0%,100.0%,100.0%,,,,,,,,,,,,,,
Professional Staff:,"CPSPTOFC
:unselected: :selected: :unselected:",CPSPTOFP,DPSPTOFP,SPSPTOFP,,,,,,,,,,,,,,
Teachers,"CPSTTOFC
:unselected: :unselected:",CPSTTOFP,DPSTTOFP,SPSTTOFP,,,,,,,,,,,,,,
Professional Support,"CPSUTOFC
:unselected:",CPSUTOFP,DPSUTOFP,SPSUTOFP,,,,,,,,,,,,,,
Campus Administration (School Leadership),"CPSSTOFC
:unselected: :unselected: :unselected:",CPSSTOFP,DPSSTOFP,SPSSTOFP,,,,,,,,,,,,,,
Educational Aides:,CPSETOFC,CPSETOFP,DPSETOFP,SPSETOFP,,,,,,,,,,,,,,
Librarians & Counselors (Headcount):,,,,,,,,,,,,,,,,,,
Full-time Librarians,CPSBTOFC,n/a,DPSBTOFC,SPSBTOFC,,,,,,,,,,,,,,
Part-time Librarians,"CPSBTOPC
:unselected:",n/a,DPSBTOPC,SPSBTOPC,,,,,,,,,,,,,,
Full-time Counselors,"CPSRTOFC
:unselected:",n/a,DPSRTOFC,SPSRTOFC,,,,,,,,,,,,,,
Part-time Counselors,CPSRTOPC,n/a,DPSRTOPC,SPSRTOPC,,,,,,,,,,,,,,
Total Minority Staff:,CPSAMIFC,CPSAMIFP,DPSAMIFP,SPSAMIFP,,,,,,,,,,,,,,
Teachers by Ethnicity:,,,,,,,,,,,,,,,,,,
African American,CPSTBLFC,CPSTBLFP,DPSTBLFP,SPSTBLFP,,,,,,,,,,,,,,
Hispanic,CPSTHIFC,CPSTHIFP,DPSTHIFP,SPSTHIFP,,,,,,,,,,,,,,
White,CPSTWHFC,CPSTWHFP,DPSTWHFP,SPSTWHFP,,,,,,,,,,,,,,
American Indian,CPSTINFC,CPSTINFP,DPSTINFP,SPSTINFP,,,,,,,,,,,,,,
Asian,CPSTASFC,CPSTASFP,DPSTASFP,SPSTASFP,,,,,,,,,,,,,,
Pacific Islander,CPSTPIFC,CPSTPIFP,DPSTPIFP,SPSTPIFP,,,,,,,,,,,,,,
Two or More Races,CPSTTWFC,CPSTTWFP,DPSTTWFP,SPSTTWFP,,,,,,,,,,,,,,
Teachers by Sex:,,,,,,,,,,,,,,,,,,
Males,CPSTMAFC,CPSTMAFP,DPSTMAFP,SPSTMAFP,,,,,,,,,,,,,,
Females,CPSTFEFC,CPSTFEFP,DPSTFEFP,SPSTFEFP,,,,,,,,,,,,,,
Teachers by Highest Degree Held:,,,,,,,,,,,,,,,,,,
No Degree,CPSTNOFC,CPSTNOFP,DPSTNOFP,SPSTNOFP,,,,,,,,,,,,,,
Bachelors,CPSTBAFC,CPSTBAFP,DPSTBAFP,SPSTBAFP,,,,,,,,,,,,,,
Masters,CPSTMSFC,CPSTMSFP,DPSTMSFP,SPSTMSFP,,,,,,,,,,,,,,
Doctorate,CPSTPHFC,CPSTPHFP,DPSTPHFP,SPSTPHFP,,,,,,,,,,,,,,
Teachers by Years of Experience:,,,,,,,,,,,,,,,,,,
Beginning Teachers,CPST00FC,CPST00FP,DPST00FP,SPST00FP,,,,,,,,,,,,,,
1-5 Years Experience,CPST01FC,CPST01FP,DPST01FP,SPST01FP,,,,,,,,,,,,,,
6-10 Years Experience,CPST06FC,CPST06FP,DPST06FP,SPST06FP,,,,,,,,,,,,,,
11-20 Years Experience,CPST11FC,CPST11FP,DPST11FP,SPST11FP,,,,,,,,,,,,,,
21-30 Years Experience,CPST21FC,CPST21FP,DPST21FP,SPST21FP,,,,,,,,,,,,,,
Over 30 Years Experience,CPST30FC,CPST30FP,DPST30FP,SPST30FP,,,,,,,,,,,,,,
Number of Students per Teacher,CPSTKIDR,n/a,DPSTKIDR,SPSTKIDR,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Staff Information,Campus,District,State,,,,,,,,,,,,,,,
Experience of Campus Leadership,,,,,,,,,,,,,,,,,,
Average Years Experience of Principals,CPSHEXPA,DPSHEXPA,SPSHEXPA,,,,,,,,,,,,,,,
Average Years Experience of Principals with District,CPSHTENA,DPSHTENA,SPSHTENA,,,,,,,,,,,,,,,
Average Years Experience of Assistant Principals,CPSLEXPA,DPSLEXPA,SPSLEXPA,,,,,,,,,,,,,,,
Average Years Experience of Assistant Principals with District,CPSLTENA,DPSLTENA,SPSLTENA,,,,,,,,,,,,,,,
Average Years Experience of Teachers:,CPSTEXPA,DPSTEXPA,SPSTEXPA,,,,,,,,,,,,,,,
Average Years Experience of Teachers with District:,CPSTTENA,DPSTTENA,SPSTTENA,,,,,,,,,,,,,,,
Average Teacher Salary by Years of Experience (regular duties only):,,,,,,,,,,,,,,,,,,
Beginning Teachers,CPST00SA,DPST00SA,SPST00SA,,,,,,,,,,,,,,,
1-5 Years Experience,CPST01SA,DPST01SA,SPST01SA,,,,,,,,,,,,,,,
6-10 Years Experience,CPST06SA,DPST06SA,SPST06SA,,,,,,,,,,,,,,,
11-20 Years Experience,CPST11SA,DPST11SA,SPST11SA,,,,,,,,,,,,,,,
21-30 Years Experience,CPST21SA,DPST21SA,SPST21SA,,,,,,,,,,,,,,,
Over 30 Years Experience,CPST30SA,DPST30SA,SPST30SA,,,,,,,,,,,,,,,
Average Actual Salaries (regular duties only):,,,,,,,,,,,,,,,,,,
Teachers,CPSTTOSA,DPSTTOSA,SPSTTOSA,,,,,,,,,,,,,,,
Professional Support,CPSUTOSA,DPSUTOSA,SPSUTOSA,,,,,,,,,,,,,,,
Campus Administration (School Leadership),CPSSTOSA,DPSSTOSA,SPSSTOSA,,,,,,,,,,,,,,,
Instructional Staff Percent:,n/a,DPSAINHP,SPSAINHP,,,,,,,,,,,,,,,
Contracted Instructional Staff (not incl. above):,CPSOTOFC,DPSOTOFC,SPSOTOFC,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Program Information,---------------- Campus ----------------,,District,State,,,,,,,,,,,,,,
,Count,Percent,,,,,,,,,,,,,,,,
Teachers by Program (population served):,,,,,,,,,,,,,,,,,,
Bilingual/ESL Education,CPSTBIFC,CPSTBIFP,DPSTBIFP,SPSTBIFP,,,,,,,,,,,,,,
Career & Technical Education,"CPSTVOFC
:unselected:",CPSTVOFP,DPSTVOFP,SPSTVOFP,,,,,,,,,,,,,,
Compensatory Education,CPSTCOFC,CPSTCOFP,DPSTCOFP,SPSTCOFP,,,,,,,,,,,,,,
Gifted & Talented Education,CPSTGIFC,CPSTGIFP,DPSTGIFP,SPSTGIFP,,,,,,,,,,,,,,
Regular Education,"CPSTREFC
:unselected:",CPSTREFP,DPSTREFP,SPSTREFP,,,,,,,,,,,,,,
Special Education,CPSTSPFC,CPSTSPFP,DPSTSPFP,SPSTSPFP,,,,,,,,,,,,,,
Other,CPSTOPFC,CPSTOPFP,DPSTOPFP,SPSTOPFP,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,School Year,State,Region ##,District,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed (Current),Special Ed (Former),Continu- ously Enrolled,Non-Continu- ously Enrolled,Econ Disadv,EB/EL (Current & Monitored),
STAAR Performance Rate by Subject and Performance Level Grade 3 Reading,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2022,SDA03ARE1S22R,RDA03ARE1S22R,DDA03ARE1S22R,DDB03ARE1S22R,DDH03ARE1S22R,DDW03ARE1S22R,DDI03ARE1S22R,DD303ARE1S22R,DD403ARE1S22R,DD203ARE1S22R,DDS03ARE1S22R,DNS03ARE1S22R,DNC03ARE1S22R,DNM03ARE1S22R,DDE03ARE1S22R,DD003ARE1S22R,
,2021,SDA03ARE1S21R,RDA03ARE1S21R,DDA03ARE1S21R,DDB03ARE1S21R,DDH03ARE1S21R,DDW03ARE1S21R,DDI03ARE1S21R,DD303ARE1S21R,DD403ARE1S21R,DD203ARE1S21R,DDS03ARE1S21R,DNS03ARE1S21R,DNC03ARE1S21R,DNM03ARE1S21R,DDE03ARE1S21R,DD003ARE1S21R,
At Meets Grade Level or Above,2022,SDA03ARE1222R,RDA03ARE1222R,DDA03ARE1222R,DDB03ARE1222R,DDH03ARE1222R,DDW03ARE1222R,DDI03ARE1222R,DD303ARE1222R,DD403ARE1222R,DD203ARE1222R,DDS03ARE1222R,DNS03ARE1222R,DNC03ARE1222R,DNM03ARE1222R,DDE03ARE1222R,DD003ARE1222R,
,2021,SDA03ARE1221R,RDA03ARE1221R,DDA03ARE1221R,DDB03ARE1221R,DDH03ARE1221R,DDW03ARE1221R,DDI03ARE1221R,DD303ARE1221R,DD403ARE1221R,DD203ARE1221R,DDS03ARE1221R,DNS03ARE1221R,DNC03ARE1221R,DNM03ARE1221R,DDE03ARE1221R,DD003ARE1221R,
At Masters Grade Level,2022,SDA03ARE1322R,RDA03ARE1322R,DDA03ARE1322R,DDB03ARE1322R,DDH03ARE1322R,DDW03ARE1322R,DDI03ARE1322R,DD303ARE1322R,DD403ARE1322R,DD203ARE1322R,DDS03ARE1322R,DNS03ARE1322R,DNC03ARE1322R,DNM03ARE1322R,DDE03ARE1322R,"DD003ARE1322R
:unselected:",
Grade 3 Mathematics,2021,SDA03ARE1321R,RDA03ARE1321R,DDA03ARE1321R,DDB03ARE1321R,DDH03ARE1321R,DDW03ARE1321R,DDI03ARE1321R,DD303ARE1321R,DD403ARE1321R,DD203ARE1321R,DDS03ARE1321R,"DNS03ARE1321R
:unselected:","DNC03ARE1321R
:unselected:",DNM03ARE1321R,DDE03ARE1321R,"DD003ARE1321R
:unselected:",
At Approaches Grade Level or Above,2022,SDA03AMA1S22R,RDA03AMA1S22R,DDA03AMA1S22R,DDB03AMA1S22R,DDH03AMA1S22R,DDW03AMA1S22R,DDI03AMA1S22R,DD303AMA1S22R,DD403AMA1S22R,DD203AMA1S22R,DDS03AMA1S22R,"DNS03AMA1S22R
:unselected:","DNC03AMA1S22R
:unselected:",DNM03AMA1S22R,DDE03AMA1S22R,"DD003AMA1S22R
:unselected:",
,2021,SDA03AMA1S21R,RDA03AMA1S21R,DDA03AMA1S21R,DDB03AMA1S21R,DDH03AMA1S21R,DDW03AMA1S21R,DDI03AMA1S21R,DD303AMA1S21R,DD403AMA1S21R,DD203AMA1S21R,DDS03AMA1S21R,DNS03AMA1S21R,"DNC03AMA1S21R
:unselected:",DNM03AMA1S21R,DDE03AMA1S21R,"DD003AMA1S21R
:unselected:",
At Meets Grade Level or Above,2022,SDA03AMA1222R,RDA03AMA1222R,DDA03AMA1222R,DDB03AMA1222R,DDH03AMA1222R,DDW03AMA1222R,DDI03AMA1222R,DD303AMA1222R,DD403AMA1222R,DD203AMA1222R,DDS03AMA1222R,"DNS03AMA1222R
:unselected:",DNC03AMA1222R,DNM03AMA1222R,DDE03AMA1222R,DD003AMA1222R,
,2021,SDA03AMA1221R,RDA03AMA1221R,DDA03AMA1221R,DDB03AMA1221R,DDH03AMA1221R,DDW03AMA1221R,DDI03AMA1221R,DD303AMA1221R,DD403AMA1221R,DD203AMA1221R,DDS03AMA1221R,DNS03AMA1221R,DNC03AMA1221R,DNM03AMA1221R,DDE03AMA1221R,DD003AMA1221R,
At Masters Grade Level,2022,SDA03AMA1322R,RDA03AMA1322R,DDA03AMA1322R,DDB03AMA1322R,DDH03AMA1322R,DDW03AMA1322R,DDI03AMA1322R,DD303AMA1322R,DD403AMA1322R,DD203AMA1322R,DDS03AMA1322R,"DNS03AMA1322R
:unselected:",DNC03AMA1322R,DNM03AMA1322R,DDE03AMA1322R,DD003AMA1322R,
,2021,SDA03AMA1321R,RDA03AMA1321R,DDA03AMA1321R,DDB03AMA1321R,DDH03AMA1321R,DDW03AMA1321R,DDI03AMA1321R,DD303AMA1321R,DD403AMA1321R,DD203AMA1321R,DDS03AMA1321R,"DNS03AMA1321R
:unselected:","DNC03AMA1321R
:unselected:","DNM03AMA1321R
:unselected:",DDE03AMA1321R,DD003AMA1321R,
Grade 4 Reading,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2022,SDA04ARE1S22R,RDA04ARE1S22R,DDA04ARE1S22R,DDB04ARE1S22R,DDH04ARE1S22R,DDW04ARE1S22R,DDI04ARE1S22R,DD304ARE1S22R,DD404ARE1S22R,DD204ARE1S22R,"DDS04ARE1S22R
:unselected:","DNS04ARE1S22R
:unselected:","DNC04ARE1S22R
:unselected:","DNM04ARE1S22R
:unselected:",DDE04ARE1S22R,"DD004ARE1S22R
:unselected:",
,2021,SDA04ARE1S21R,RDA04ARE1S21R,DDA04ARE1S21R,DDB04ARE1S21R,DDH04ARE1S21R,DDW04ARE1S21R,DDI04ARE1S21R,DD304ARE1S21R,DD404ARE1S21R,DD204ARE1S21R,DDS04ARE1S21R,"DNS04ARE1S21R
:unselected:","DNC04ARE1S21R
:unselected:","DNM04ARE1S21R
:unselected:",DDE04ARE1S21R,DD004ARE1S21R,
At Meets Grade Level or Above,2022,SDA04ARE1222R,RDA04ARE1222R,DDA04ARE1222R,DDB04ARE1222R,DDH04ARE1222R,DDW04ARE1222R,DDI04ARE1222R,DD304ARE1222R,DD404ARE1222R,DD204ARE1222R,"DDS04ARE1222R
:unselected:","DNS04ARE1222R
:unselected:","DNC04ARE1222R
:unselected:","DNM04ARE1222R
:unselected:",DDE04ARE1222R,"DD004ARE1222R
:unselected:",
,2021,SDA04ARE1221R,RDA04ARE1221R,DDA04ARE1221R,DDB04ARE1221R,DDH04ARE1221R,DDW04ARE1221R,DDI04ARE1221R,DD304ARE1221R,DD404ARE1221R,DD204ARE1221R,"DDS04ARE1221R
:unselected:","DNS04ARE1221R
:unselected:","DNC04ARE1221R
:unselected:","DNM04ARE1221R
:unselected:",DDE04ARE1221R,"DD004ARE1221R
:unselected:",
At Masters Grade Level,2022,SDA04ARE1322R,RDA04ARE1322R,DDA04ARE1322R,DDB04ARE1322R,DDH04ARE1322R,DDW04ARE1322R,DDI04ARE1322R,DD304ARE1322R,DD404ARE1322R,DD204ARE1322R,"DDS04ARE1322R
:unselected:","DNS04ARE1322R
:unselected:","DNC04ARE1322R
:unselected:","DNM04ARE1322R
:unselected:",DDE04ARE1322R,"DD004ARE1322R
:unselected:",
,2021,SDA04ARE1321R,RDA04ARE1321R,DDA04ARE1321R,DDB04ARE1321R,DDH04ARE1321R,DDW04ARE1321R,DDI04ARE1321R,DD304ARE1321R,DD404ARE1321R,DD204ARE1321R,DDS04ARE1321R,DNS04ARE1321R,"DNC04ARE1321R
:unselected:",DNM04ARE1321R,DDE04ARE1321R,"DD004ARE1321R
:unselected:",
Grade 4 Mathematics,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2022,SDA04AMA1S22R,RDA04AMA1S22R,DDA04AMA1S22R,DDB04AMA1S22R,DDH04AMA1S22R,DDW04AMA1S22R,DDI04AMA1S22R,DD304AMA1S22R,DD404AMA1S22R,DD204AMA1S22R,DDS04AMA1S22R,DNS04AMA1S22R,DNC04AMA1S22R,"DNM04AMA1S22R
:unselected:","DDE04AMA1S22R
:unselected:","DD004AMA1S22R
:unselected:",
,2021,SDA04AMA1S21R,RDA04AMA1S21R,DDA04AMA1S21R,DDB04AMA1S21R,DDH04AMA1S21R,DDW04AMA1S21R,DDI04AMA1S21R,DD304AMA1S21R,DD404AMA1S21R,DD204AMA1S21R,DDS04AMA1S21R,DNS04AMA1S21R,DNC04AMA1S21R,"DNM04AMA1S21R
:unselected:",DDE04AMA1S21R,"DD004AMA1S21R
:unselected:",
At Meets Grade Level or Above,2022,SDA04AMA1222R,RDA04AMA1222R,DDA04AMA1222R,DDB04AMA1222R,DDH04AMA1222R,DDW04AMA1222R,DDI04AMA1222R,DD304AMA1222R,DD404AMA1222R,DD204AMA1222R,DDS04AMA1222R,DNS04AMA1222R,DNC04AMA1222R,DNM04AMA1222R,DDE04AMA1222R,DD004AMA1222R,
,2021,SDA04AMA1221R,RDA04AMA1221R,DDA04AMA1221R,DDB04AMA1221R,DDH04AMA1221R,DDW04AMA1221R,DDI04AMA1221R,DD304AMA1221R,DD404AMA1221R,DD204AMA1221R,DDS04AMA1221R,DNS04AMA1221R,DNC04AMA1221R,DNM04AMA1221R,DDE04AMA1221R,DD004AMA1221R,
At Masters Grade Level,2022,SDA04AMA1322R,RDA04AMA1322R,DDA04AMA1322R,DDB04AMA1322R,DDH04AMA1322R,DDW04AMA1322R,DDI04AMA1322R,DD304AMA1322R,DD404AMA1322R,DD204AMA1322R,DDS04AMA1322R,"DNS04AMA1322R
:unselected:",DNC04AMA1322R,DNM04AMA1322R,DDE04AMA1322R,DD004AMA1322R,
,2021,SDA04AMA1321R,RDA04AMA1321R,DDA04AMA1321R,DDB04AMA1321R,DDH04AMA1321R,DDW04AMA1321R,DDI04AMA1321R,DD304AMA1321R,DD404AMA1321R,DD204AMA1321R,DDS04AMA1321R,"DNS04AMA1321R
:unselected:",DNC04AMA1321R,DNM04AMA1321R,DDE04AMA1321R,DD004AMA1321R,
Grade 5 Reading,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2022,SDA05ARE1S22R,RDA05ARE1S22R,DDA05ARE1S22R,DDB05ARE1S22R,DDH05ARE1S22R,DDW05ARE1S22R,DDI05ARE1S22R,DD305ARE1S22R,DD405ARE1S22R,DD205ARE1S22R,DDS05ARE1S22R,DNS05ARE1S22R,DNC05ARE1S22R,"DNM05ARE1S22R
:unselected:",DDE05ARE1S22R,DD005ARE1S22R,
,2021,SDA05ARE1S21R,RDA05ARE1S21R,DDA05ARE1S21R,DDB05ARE1S21R,DDH05ARE1S21R,DDW05ARE1S21R,DDI05ARE1S21R,DD305ARE1S21R,DD405ARE1S21R,DD205ARE1S21R,DDS05ARE1S21R,DNS05ARE1S21R,DNC05ARE1S21R,DNM05ARE1S21R,DDE05ARE1S21R,DD005ARE1S21R,
At Meets Grade Level or Above,2022,SDA05ARE1222R,RDA05ARE1222R,DDA05ARE1222R,DDB05ARE1222R,DDH05ARE1222R,DDW05ARE1222R,DDI05ARE1222R,DD305ARE1222R,DD405ARE1222R,DD205ARE1222R,DDS05ARE1222R,DNS05ARE1222R,DNC05ARE1222R,DNM05ARE1222R,DDE05ARE1222R,DD005ARE1222R,
,2021,SDA05ARE1221R,RDA05ARE1221R,DDA05ARE1221R,DDB05ARE1221R,DDH05ARE1221R,DDW05ARE1221R,DDI05ARE1221R,DD305ARE1221R,DD405ARE1221R,DD205ARE1221R,DDS05ARE1221R,DNS05ARE1221R,DNC05ARE1221R,DNM05ARE1221R,DDE05ARE1221R,DD005ARE1221R,
At Masters Grade Level,2022,SDA05ARE1322R,RDA05ARE1322R,DDA05ARE1322R,DDB05ARE1322R,DDH05ARE1322R,DDW05ARE1322R,DDI05ARE1322R,DD305ARE1322R,DD405ARE1322R,DD205ARE1322R,DDS05ARE1322R,DNS05ARE1322R,DNC05ARE1322R,DNM05ARE1322R,DDE05ARE1322R,"DD005ARE1322R
:unselected:",
,2021,SDA05ARE1321R,RDA05ARE1321R,DDA05ARE1321R,DDB05ARE1321R,DDH05ARE1321R,DDW05ARE1321R,DDI05ARE1321R,DD305ARE1321R,DD405ARE1321R,DD205ARE1321R,DDS05ARE1321R,DNS05ARE1321R,"DNC05ARE1321R
:unselected:",DNM05ARE1321R,DDE05ARE1321R,"DD005ARE1321R
:unselected:",
Grade 5 Mathematics,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2022,SDA05AMA1S22R,RDA05AMA1S22R,DDA05AMA1S22R,DDB05AMA1S22R,DDH05AMA1S22R,DDW05AMA1S22R,DDI05AMA1S22R,DD305AMA1S22R,DD405AMA1S22R,DD205AMA1S22R,DDS05AMA1S22R,DNS05AMA1S22R,DNC05AMA1S22R,"DNM05AMA1S22R
:unselected:",DDE05AMA1S22R,"DD005AMA1S22R
:unselected:",
,2021,SDA05AMA1S21R,RDA05AMA1S21R,DDA05AMA1S21R,DDB05AMA1S21R,DDH05AMA1S21R,DDW05AMA1S21R,DDI05AMA1S21R,DD305AMA1S21R,DD405AMA1S21R,DD205AMA1S21R,DDS05AMA1S21R,DNS05AMA1S21R,"DNC05AMA1S21R
:unselected:","DNM05AMA1S21R
:unselected:",DDE05AMA1S21R,DD005AMA1S21R,
At Meets Grade Level or Above,2022,SDA05AMA1222R,RDA05AMA1222R,DDA05AMA1222R,DDB05AMA1222R,DDH05AMA1222R,DDW05AMA1222R,DDI05AMA1222R,DD305AMA1222R,DD405AMA1222R,DD205AMA1222R,DDS05AMA1222R,DNS05AMA1222R,"DNC05AMA1222R
:unselected:","DNM05AMA1222R
:unselected:",DDE05AMA1222R,DD005AMA1222R,
,2021,SDA05AMA1221R,RDA05AMA1221R,DDA05AMA1221R,DDB05AMA1221R,DDH05AMA1221R,DDW05AMA1221R,DDI05AMA1221R,DD305AMA1221R,DD405AMA1221R,DD205AMA1221R,DDS05AMA1221R,DNS05AMA1221R,DNC05AMA1221R,"DNM05AMA1221R
:unselected:",DDE05AMA1221R,DD005AMA1221R,
At Masters Grade Level,2022,SDA05AMA1322R,RDA05AMA1322R,DDA05AMA1322R,DDB05AMA1322R,DDH05AMA1322R,DDW05AMA1322R,DDI05AMA1322R,DD305AMA1322R,DD405AMA1322R,DD205AMA1322R,DDS05AMA1322R,"DNS05AMA1322R
:unselected:","DNC05AMA1322R
:unselected:","DNM05AMA1322R
:unselected:","DDE05AMA1322R
:unselected:",DD005AMA1322R,
,2021,SDA05AMA1321R,RDA05AMA1321R,DDA05AMA1321R,DDB05AMA1321R,DDH05AMA1321R,DDW05AMA1321R,DDI05AMA1321R,DD305AMA1321R,DD405AMA1321R,DD205AMA1321R,DDS05AMA1321R,"DNS05AMA1321R
:unselected:","DNC05AMA1321R
:unselected:","DNM05AMA1321R
:unselected:","DDE05AMA1321R
:unselected:",DD005AMA1321R,
Grade 5 Science,,,,,,,,,,,,,,,,,,
