2014-15,SA9ADE15R,RA9ADE15R,DA9ADE15R,DB9ADE15R,DH9ADE15R,DW9ADE15R,DI9ADE15R,D39ADE15R,D49ADE15R,D29ADE15R,DS9ADE15R,DE9ADE15R,DL9ADE15R,,
Mathematics,,,,,,,,,,,,,,,
2015-16,SA9ADM16R,RA9ADM16R,DA9ADM16R,DB9ADM16R,DH9ADM16R,DW9ADM16R,DI9ADM16R,D39ADM16R,D49ADM16R,D29ADM16R,DS9ADM16R,DE9ADM16R,DL9ADM16R,,
2014-15,SA9ADM15R,RA9ADM15R,DA9ADM15R,DB9ADM15R,DH9ADM15R,DW9ADM15R,DI9ADM15R,D39ADM15R,D49ADM15R,D29ADM15R,DS9ADM15R,DE9ADM15R,DL9ADM15R,,
Science 2015-16,SA9ADC16R,RA9ADC16R,DA9ADC16R,DB9ADC16R,DH9ADC16R,DW9ADC16R,DI9ADC16R,D39ADC16R,D49ADC16R,D29ADC16R,DS9ADC16R,DE9ADC16R,DL9ADC16R,,
2014-15,SA9ADC15R,RA9ADC15R,DA9ADC15R,DB9ADC15R,DH9ADC15R,DW9ADC15R,DI9ADC15R,D39ADC15R,D49ADC15R,D29ADC15R,DS9ADC15R,DE9ADC15R,DL9ADC15R,,
Social Studies 2015-16,SA9ADS16R,RA9ADS16R,DA9ADS16R,DB9ADS16R,DH9ADS16R,DW9ADS16R,DI9ADS16R,D39ADS16R,D49ADS16R,D29ADS16R,DS9ADS16R,DE9ADS16R,DL9ADS16R,,
2014-15,SA9ADS15R,RA9ADS15R,DA9ADS15R,DB9ADS15R,DH9ADS15R,DW9ADS15R,DI9ADS15R,D39ADS15R,D49ADS15R,D29ADS15R,DS9ADS15R,DE9ADS15R,DL9ADS15R,,
,,,,,,,,,,,,,,,
,State,Region ##,District,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed,Econ Disadv,ELL,,
College-Ready Graduates English Language Arts 2015-16 2014-15,SACRR16R SACRR15R,RACRR16R RACRR15R,DACRR16R DACRR15R,DBCRR16R DBCRR15R,DHCRR16R DHCRR15R,DWCRR16R DWCRR15R,DICRR16R DICRR15R,D3CRR16R D3CRR15R,D4CRR16R D4CRR15R,D2CRR16R D2CRR15R,DSCRR16R DSCRR15R,DECRR16R DECRR15R,DLCRR16R DLCRR15R,,
Mathematics,,,,,,,,,,,,,,,
2015-16 2014-15,SACRM16R SACRM15R,RACRM16R RACRM15R,DACRM16R DACRM15R,DBCRM16R DBCRM15R,DHCRM16R DHCRM15R,DWCRM16R DWCRM15R,DICRM16R DICRM15R,D3CRM16R D3CRM15R,D4CRM16R D4CRM15R,D2CRM16R D2CRM15R,DSCRM16R DSCRM15R,DECRM16R DECRM15R,DLCRM16R DLCRM15R,,
Both Subjects 2015-16,SACRB16R,RACRB16R,DACRB16R,DBCRB16R,DHCRB16R,DWCRB16R,DICRB16R,D3CRB16R,D4CRB16R,D2CRB16R,DSCRB16R,DECRB16R,DLCRB16R,,
2014-15,SACRB15R,RACRB15R,DACRB15R,DBCRB15R,DHCRB15R,DWCRB15R,DICRB15R,D3CRB15R,D4CRB15R,D2CRB15R,DSCRB15R,DECRB15R,DLCRB15R,,
Either Subject 2015-16,SACRE16R,RACRE16R,DACRE16R,DBCRE16R,DHCRE16R,DWCRE16R,DICRE16R,D3CRE16R,D4CRE16R,D2CRE16R,DSCRE16R,DECRE16R,DLCRE16R,,
2014-15,SACRE15R,RACRE15R,DACRE15R,DBCRE15R,DHCRE15R,DWCRE15R,DICRE15R,D3CRE15R,D4CRE15R,D2CRE15R,DSCRE15R,DECRE15R,DLCRE15R,,
College and Career Ready Graduates,,,,,,,,,,,,,,,
2015-16 2014-15,SA0GP16R SA0GP15R,RA0GP16R RA0GP15R,DA0GP16R DA0GP15R,DB0GP16R DB0GP15R,DH0GP16R DH0GP15R,DW0GP16R DW0GP15R,DI0GP16R DI0GP15R,D30GP16R D30GP15R,D40GP16R D40GP15R,D20GP16R D20GP15R,DS0GP16R DS0GP15R,DE0GP16R DE0GP15R,DL0GP16R DL0GP15R,,
Texas Success Initiative Assessment (TSIA),,,,,,,,,,,,,,,
English Language Arts,,,,,,,,,,,,,,,
2015-16,SAEGT16R,RAEGT16R,DAEGT16R,DBEGT16R,DHEGT16R,DWEGT16R,DIEGT16R,D3EGT16R,D4EGT16R,D2EGT16R,DSEGT16R,DEEGT16R,DLEGT16R,,
2014-15,SAEGT15R,RAEGT15R,DAEGT15R,DBEGT15R,DHEGT15R,DWEGT15R,DIEGT15R,D3EGT15R,D4EGT15R,D2EGT15R,DSEGT15R,DEEGT15R,DLEGT15R,,
Mathematics 2015-16,SAMGT16R,RAMGT16R,DAMGT16R,DBMGT16R,DHMGT16R,DWMGT16R,DIMGT16R,D3MGT16R,D4MGT16R,D2MGT16R,DSMGT16R,DEMGT16R,DLMGT16R,,
2014-15,SAMGT15R,RAMGT15R,DAMGT15R,DBMGT15R,DHMGT15R,DWMGT15R,DIMGT15R,D3MGT15R,D4MGT15R,D2MGT15R,DSMGT15R,DEMGT15R,DLMGT15R,,
Completion of Two or More Advanced/Dual-Credit Courses in Current and/or Prior Year (Annual Graduates),,,,,,,,,,,,,,,
2015-16,SA0G216R,RA0G216R,"DA0G216R
:unselected:",DB0G216R,DH0G216R,DW0G216R,DI0G216R,D30G216R,D40G216R,D20G216R,DS0G216R,DE0G216R,DL0G216R,,
2014-15,SA0G215R,RA0G215R,"DA0G215R
:unselected:",DB0G215R,DH0G215R,DW0G215R,DI0G215R,D30G215R,D40G215R,D20G215R,DS0G215R,DE0G215R,DL0G215R,,
Completion of Twelve or More Hours of Postsecondary Credit (Annual Graduates),,,,,,,,,,,,,,,
Any Subject,,,,,,,,,,,,,,,
2015-16,SA0GUA16R,RA0GUA16R,"DA0GUA16R
:unselected:","DB0GUA16R
:unselected:",DH0GUA16R,"DW0GUA16R
:unselected:","DI0GUA16R
:unselected:",D30GUA16R,D40GUA16R,D20GUA16R,DS0GUA16R,DE0GUA16R,DL0GUA16R,,
2014-15,SA0GUA15R,RA0GUA15R,"DA0GUA15R
:unselected:","DB0GUA15R
:unselected:",DH0GUA15R,"DW0GUA15R
:unselected:","DI0GUA15R
:unselected:",D30GUA15R,D40GUA15R,D20GUA15R,DS0GUA15R,DE0GUA15R,DL0GUA15R,,
AP/IB Course Completion (Annual Graduates),,,,,,,,,,,,,,,
2015-16,SA0GB16R,"RA0GB16R
:unselected:","DA0GB16R
:unselected:","DB0GB16R
:unselected:",DH0GB16R,"DW0GB16R
:unselected:","DI0GB16R
:unselected:",D30GB16R,D40GB16R,D20GB16R,DS0GB16R,DE0GB16R,DL0GB16R,,
2014-15,SA0GB15R,RA0GB15R,"DA0GB15R
:unselected:","DB0GB15R
:unselected:",DH0GB15R,"DW0GB15R
:unselected:","DI0GB15R
:unselected:",D30GB15R,D40GB15R,D20GB15R,DS0GB15R,DE0GB15R,DL0GB15R,,
CTE Coherent Sequence (Annual Graduates),,,,,,,,,,,,,,,
2015-16,SA0GV16R,RA0GV16R,"DA0GV16R
:unselected:","DB0GV16R
:unselected:",DH0GV16R,"DW0GV16R
:unselected:","DI0GV16R
:unselected:",D30GV16R,D40GV16R,D20GV16R,DS0GV16R,DE0GV16R,DL0GV16R,,
2014-15,SA0GV15R,RA0GV15R,"DA0GV15R
:unselected:","DB0GV15R
:unselected:",DH0GV15R,"DW0GV15R
:unselected:","DI0GV15R
:unselected:",D30GV15R,D40GV15R,D20GV15R,DS0GV15R,DE0GV15R,DL0GV15R,,
,,,,,,,,,,,,,,,
DISTRICT,State,Region ##,District,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed,Econ Disadv,ELL,,
AP/IB Results (Participation),,,,,,,,,,,,,,,
All Subjects,,,,,,,,,,,,,,,
2016,SA0BTA16R,RA0BTA16R,DA0BTA16R,DB0BTA16R,DH0BTA16R,DW0BTA16R,DI0BTA16R,D30BTA16R,D40BTA16R,D20BTA16R,n/a,DE0BTA16R,n/a,,
2015,SA0BTA15R,RA0BTA15R,DA0BTA15R,DB0BTA15R,DH0BTA15R,DW0BTA15R,DI0BTA15R,D30BTA15R,D40BTA15R,D20BTA15R,n/a,DE0BTA15R,n/a,,
English Language Arts 2016,SA0BTE16R,RA0BTE16R,DA0BTE16R,DB0BTE16R,DH0BTE16R,DW0BTE16R,DI0BTE16R,D30BTE16R,D40BTE16R,D20BTE16R,n/a,DE0BTE16R,n/a,,
2015,SA0BTE15R,RA0BTE15R,DA0BTE15R,DB0BTE15R,DH0BTE15R,DW0BTE15R,DI0BTE15R,D30BTE15R,D40BTE15R,D20BTE15R,n/a,DE0BTE15R,n/a,,
Mathematics,,,,,,,,,,,,,,,
2016,SA0BTM16R,RA0BTM16R,DA0BTM16R,DB0BTM16R,DH0BTM16R,DW0BTM16R,DI0BTM16R,D30BTM16R,D40BTM16R,D20BTM16R,n/a,DE0BTM16R,n/a,,
2015,SA0BTM15R,RA0BTM15R,DA0BTM15R,DB0BTM15R,DH0BTM15R,DW0BTM15R,DI0BTM15R,D30BTM15R,D40BTM15R,D20BTM15R,n/a,DE0BTM15R,n/a,,
Science 2016,SA0BTC16R,RA0BTC16R,DA0BTC16R,DB0BTC16R,DH0BTC16R,DW0BTC16R,DI0BTC16R,D30BTC16R,D40BTC16R,D20BTC16R,n/a,DE0BTC16R,n/a,,
2015,SA0BTC15R,RA0BTC15R,DA0BTC15R,DB0BTC15R,DH0BTC15R,DW0BTC15R,DI0BTC15R,D30BTC15R,D40BTC15R,D20BTC15R,n/a,DE0BTC15R,n/a,,
Social Studies,,,,,,,,,,,,,,,
2016,SA0BTS16R,RA0BTS16R,DA0BTS16R,DB0BTS16R,DH0BTS16R,DW0BTS16R,DI0BTS16R,D30BTS16R,D40BTS16R,D20BTS16R,n/a,DE0BTS16R,n/a,,
2015,SA0BTS15R,RA0BTS15R,DA0BTS15R,DB0BTS15R,DH0BTS15R,DW0BTS15R,DI0BTS15R,D30BTS15R,D40BTS15R,D20BTS15R,n/a,DE0BTS15R,n/a,,
AP/IB Results (Examinees >= Criterion),,,,,,,,,,,,,,,
All Subjects,,,,,,,,,,,,,,,
2016,SA0BKA16R,RA0BKA16R,DA0BKA16R,DB0BKA16R,DH0BKA16R,DW0BKA16R,DI0BKA16R,D30BKA16R,D40BKA16R,D20BKA16R,n/a,DE0BKA16R,n/a,,
2015,SA0BKA15R,RA0BKA15R,DA0BKA15R,DB0BKA15R,DH0BKA15R,DW0BKA15R,DI0BKA15R,D30BKA15R,D40BKA15R,D20BKA15R,n/a,DE0BKA15R,n/a,,
English Language Arts 2016,SA0BKE16R,RA0BKE16R,DA0BKE16R,DB0BKE16R,DH0BKE16R,DW0BKE16R,DI0BKE16R,D30BKE16R,D40BKE16R,D20BKE16R,n/a,DE0BKE16R,n/a,,
2015,SA0BKE15R,RA0BKE15R,DA0BKE15R,DB0BKE15R,DH0BKE15R,DW0BKE15R,DI0BKE15R,D30BKE15R,D40BKE15R,D20BKE15R,n/a,DE0BKE15R,n/a,,
Mathematics,,,,,,,,,,,,,,,
2016,SA0BKM16R,RA0BKM16R,DA0BKM16R,DB0BKM16R,DH0BKM16R,DW0BKM16R,DI0BKM16R,D30BKM16R,D40BKM16R,D20BKM16R,n/a,DE0BKM16R,n/a,,
2015,SA0BKM15R,RA0BKM15R,DA0BKM15R,DB0BKM15R,DH0BKM15R,DW0BKM15R,DI0BKM15R,D30BKM15R,D40BKM15R,D20BKM15R,n/a,DE0BKM15R,n/a,,
Science,,,,,,,,,,,,,,,
2016,SA0BKC16R,RA0BKC16R,DA0BKC16R,DB0BKC16R,DH0BKC16R,DW0BKC16R,DI0BKC16R,D30BKC16R,D40BKC16R,D20BKC16R,n/a,DE0BKC16R,n/a,,
2015,SA0BKC15R,RA0BKC15R,DA0BKC15R,DB0BKC15R,DH0BKC15R,DW0BKC15R,DI0BKC15R,D30BKC15R,D40BKC15R,D20BKC15R,n/a,DE0BKC15R,n/a,,
Social Studies 2016,SA0BKS16R,RA0BKS16R,DA0BKS16R,DB0BKS16R,DH0BKS16R,DW0BKS16R,DI0BKS16R,D30BKS16R,D40BKS16R,D20BKS16R,n/a,DE0BKS16R,n/a,,
2015,SA0BKS15R,RA0BKS15R,DA0BKS15R,DB0BKS15R,DH0BKS15R,DW0BKS15R,DI0BKS15R,D30BKS15R,D40BKS15R,D20BKS15R,n/a,DE0BKS15R,n/a,,
SAT/ACT Results,,,,,,,,,,,,,,,
Tested,,,,,,,,,,,,,,,
Class of 2016,SA0CT16R,RA0CT16R,DA0CT16R,DB0CT16R,DH0CT16R,DW0CT16R,DI0CT16R,D30CT16R,D40CT16R,D20CT16R,n/a,DE0CT16R,n/a,,
Class of 2015,SA0CT15R,RA0CT15R,DA0CT15R,DB0CT15R,DH0CT15R,DW0CT15R,DI0CT15R,D30CT15R,D40CT15R,D20CT15R,n/a,DE0CT15R,n/a,,
At/Above Criterion,,,,,,,,,,,,,,,
Class of 2016,SA0CC16R,RA0CC16R,DA0CC16R,DB0CC16R,DH0CC16R,DW0CC16R,DI0CC16R,D30CC16R,D40CC16R,D20CC16R,n/a,DE0CC16R,n/a,,
Class of 2015,SA0CC15R,RA0CC15R,DA0CC15R,DB0CC15R,DH0CC15R,DW0CC15R,DI0CC15R,D30CC15R,D40CC15R,D20CC15R,n/a,DE0CC15R,n/a,,
Average SAT Score,,,,,,,,,,,,,,,
All Subjects,,,,,,,,,,,,,,,
Class of 2016,SA0CSA16R,RA0CSA16R,DA0CSA16R,DB0CSA16R,DH0CSA16R,DW0CSA16R,DI0CSA16R,D30CSA16R,D40CSA16R,D20CSA16R,n/a,DE0CSA16R,n/a,,
Class of 2015,SA0CSA15R,RA0CSA15R,DA0CSA15R,DB0CSA15R,DH0CSA15R,DW0CSA15R,DI0CSA15R,D30CSA15R,D40CSA15R,D20CSA15R,n/a,DE0CSA15R,n/a,,
English Language Arts and Writing,,,,,,,,,,,,,,,
Class of 2016,SA0CSE16R,RA0CSE16R,DA0CSE16R,DB0CSE16R,DH0CSE16R,DW0CSE16R,DI0CSE16R,D30CSE16R,D40CSE16R,D20CSE16R,n/a,DE0CSE16R,n/a,,
Class of 2015,SA0CSE15R,RA0CSE15R,DA0CSE15R,DB0CSE15R,DH0CSE15R,DW0CSE15R,DI0CSE15R,D30CSE15R,D40CSE15R,D20CSE15R,n/a,DE0CSE15R,n/a,,
Mathematics,,,,,,,,,,,,,,,
Class of 2016,SA0CSM16R,RA0CSM16R,DA0CSM16R,DB0CSM16R,DH0CSM16R,DW0CSM16R,DI0CSM16R,D30CSM16R,D40CSM16R,D20CSM16R,n/a,DE0CSM16R,n/a,,
Class of 2015,SA0CSM15R,RA0CSM15R,DA0CSM15R,DB0CSM15R,DH0CSM15R,DW0CSM15R,DI0CSM15R,D30CSM15R,D40CSM15R,D20CSM15R,n/a,DE0CSM15R,n/a,,
,,,,,,,,,,,,,,,
District Number: DISTRICT,State,Region ##,District,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed,Econ Disadv,ELL,,
Average ACT Score,,,,,,,,,,,,,,,
All Subjects,,,,,,,,,,,,,,,
Class of 2016,SA0CAA16R,RA0CAA16R,DA0CAA16R,DB0CAA16R,DH0CAA16R,DW0CAA16R,DI0CAA16R,D30CAA16R,D40CAA16R,D20CAA16R,n/a,DE0CAA16R,n/a,,
Class of 2015,SA0CAA15R,RA0CAA15R,DA0CAA15R,DB0CAA15R,DH0CAA15R,DW0CAA15R,DI0CAA15R,D30CAA15R,D40CAA15R,D20CAA15R,n/a,DE0CAA15R,n/a,,
English Language Arts Class of 2016,SA0CAE16R,RA0CAE16R,DA0CAE16R,DB0CAE16R,DH0CAE16R,DW0CAE16R,DI0CAE16R,D30CAE16R,D40CAE16R,D20CAE16R,n/a,DE0CAE16R,n/a,,
Class of 2015,SA0CAE15R,RA0CAE15R,DA0CAE15R,DB0CAE15R,DH0CAE15R,DW0CAE15R,DI0CAE15R,D30CAE15R,D40CAE15R,D20CAE15R,n/a,DE0CAE15R,n/a,,
Mathematics,,,,,,,,,,,,,,,
Class of 2016,SA0CAM16R,RA0CAM16R,DA0CAM16R,DB0CAM16R,DH0CAM16R,DW0CAM16R,DI0CAM16R,D30CAM16R,D40CAM16R,D20CAM16R,n/a,DE0CAM16R,n/a,,
Class of 2015,SA0CAM15R,RA0CAM15R,DA0CAM15R,DB0CAM15R,DH0CAM15R,DW0CAM15R,DI0CAM15R,D30CAM15R,D40CAM15R,D20CAM15R,n/a,DE0CAM15R,n/a,,
Science,,,,,,,,,,,,,,,
Class of 2016,SA0CAC16R,RA0CAC16R,DA0CAC16R,DB0CAC16R,DH0CAC16R,DW0CAC16R,DI0CAC16R,D30CAC16R,D40CAC16R,D20CAC16R,n/a,DE0CAC16R,n/a,,
Class of 2015,SA0CAC15R,RA0CAC15R,DA0CAC15R,DB0CAC15R,DH0CAC15R,DW0CAC15R,DI0CAC15R,D30CAC15R,D40CAC15R,D20CAC15R,n/a,DE0CAC15R,n/a,,
Graduates Enrolled in Texas Institution of Higher Education (TX IHE),,,,,,,,,,,,,,,
2014-15,SAHEE16R,RAHEE16R,DAHEE16R,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
2013-14,SAHEE15R,RAHEE15R,DAHEE15R,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
Graduates in TX IHE Completing One Year Without Remediation,,,,,,,,,,,,,,,
2014-15,SAHEC16R,RAHEC16R,DAHEC16R,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
2013-14,SAHEC15R,RAHEC15R,DAHEC15R,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
,,,,,,,,,,,,,,,
Student Information,"----------------
Count","District ----------------
Percent","------------------ Count
State","Percent
------------------",,,,,,,,,,,
Total Students:,DPETALLC,100.0%,SPETALLC,100.0%,,,,,,,,,,,
Students by Grade:,,,,,,,,,,,,,,,
Early Childhood Education,DPETGEEC,DPETGEEP,SPETGEEC,SPETGEEP,,,,,,,,,,,
Pre-Kindergarten,DPETGPKC,DPETGPKP,SPETGPKC,SPETGPKP,,,,,,,,,,,
Kindergarten,DPETGKNC,DPETGKNP,SPETGKNC,SPETGKNP,,,,,,,,,,,
Grade 1,DPETG01C,"DPETG01P
:unselected:",SPETG01C,SPETG01P,,,,,,,,,,,
Grade 2,DPETG02C,DPETG02P,SPETG02C,SPETG02P,,,,,,,,,,,
Grade 3,DPETG03C,DPETG03P,SPETG03C,SPETG03P,,,,,,,,,,,
Grade 4,DPETG04C,DPETG04P,SPETG04C,SPETG04P,,,,,,,,,,,
Grade 5,DPETG05C,DPETG05P,SPETG05C,SPETG05P,,,,,,,,,,,
Grade 6,DPETG06C,DPETG06P,SPETG06C,SPETG06P,,,,,,,,,,,
Grade 7,DPETG07C,DPETG07P,SPETG07C,SPETG07P,,,,,,,,,,,
Grade 8,DPETG08C,DPETG08P,SPETG08C,SPETG08P,,,,,,,,,,,
Grade 9,DPETG09C,DPETG09P,SPETG09C,SPETG09P,,,,,,,,,,,
Grade 10,DPETG10C,DPETG10P,SPETG10C,SPETG10P,,,,,,,,,,,
Grade 11,DPETG11C,DPETG11P,SPETG11C,SPETG11P,,,,,,,,,,,
Grade 12,DPETG12C,DPETG12P,SPETG12C,SPETG12P,,,,,,,,,,,
Ethnic Distribution:,,,,,,,,,,,,,,,
African American,DPETBLAC,DPETBLAP,SPETBLAC,SPETBLAP,,,,,,,,,,,
Hispanic,DPETHISC,DPETHISP,SPETHISC,SPETHISP,,,,,,,,,,,
White,DPETWHIC,DPETWHIP,SPETWHIC,SPETWHIP,,,,,,,,,,,
American Indian,DPETINDC,DPETINDP,SPETINDC,SPETINDP,,,,,,,,,,,
Asian,DPETASIC,DPETASIP,SPETASIC,SPETASIP,,,,,,,,,,,
Pacific Islander,DPETPCIC,DPETPCIP,SPETPCIC,SPETPCIP,,,,,,,,,,,
Two or More Races,DPETTWOC,DPETTWOP,SPETTWOC,SPETTWOP,,,,,,,,,,,
Economically Disadvantaged,DPETECOC,DPETECOP,SPETECOC,SPETECOP,,,,,,,,,,,
Non-Educationally Disadvantaged,DPETNEDC,DPETNEDP,SPETNEDC,SPETNEDP,,,,,,,,,,,
English Language Learners (ELL),DPETLEPC,DPETLEPP,SPETLEPC,SPETLEPP,,,,,,,,,,,
Students w/ Disciplinary Placements (2015-2016),DPETDISC,DPETDISP,SPETDISC,SPETDISP,,,,,,,,,,,
At-Risk,DPETRSKC,DPETRSKP,SPETRSKC,SPETRSKP,,,,,,,,,,,
Students with Disabilities by Type of Primary Disability,,,,,,,,,,,,,,,
Total Students with Disabilities,DPETSIMC,,SPETSIMC,,,,,,,,,,,,
By Type of Primary Disability,,,,,,,,,,,,,,,
Students with Intellectual Disabilities,DPETSINC,DPETSINP,SPETSINC,SPETSINP,,,,,,,,,,,
Students with Physical Disabilities,DPETSPHC,DPETSPHP,SPETSPHC,SPETSPHP,,,,,,,,,,,
Students with Autism,DPETSAUC,DPETSAUP,SPETSAUC,SPETSAUP,,,,,,,,,,,
Students with Behavioral Disabilities Students with Non-Categorical Early Childhood,DPETSBHC DPETSNOC,DPETSBHP DPETSNOP,SPETSBHC SPETSNOC,SPETSBHP SPETSNOP,,,,,,,,,,,
Mobility (2015-2016) (download only),DPEMALLC,DPEMALLP,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Student Information,"---------------- District
Count","----------------
Percent","------------------ State
Count","------------------
Percent",,,,,,,,,,,
Graduates (Class of 2016):,,,,,,,,,,,,,,,
Total Graduates,DA0GR16N,DA0GR16R,SA0GR16N,SA0GR16R,,,,,,,,,,,
By Ethnicity (incl. Special Ed.):,,,,,,,,,,,,,,,
African American,DB0GR16N,DB0GR16R,SB0GR16N,SB0GR16R,,,,,,,,,,,
Hispanic,DH0GR16N,DH0GR16R,SH0GR16N,SH0GR16R,,,,,,,,,,,
White,DW0GR16N,DW0GR16R,SW0GR16N,SW0GR16R,,,,,,,,,,,
American Indian,DI0GR16N,DI0GR16R,SI0GR16N,SI0GR16R,,,,,,,,,,,
Asian,D30GR16N,D30GR16R,S30GR16N,S30GR16R,,,,,,,,,,,
Pacific Islander,D40GR16N,D40GR16R,S40GR16N,S40GR16R,,,,,,,,,,,
Two or More Races,D20GR16N,D20GR16R,S20GR16N,S20GR16R,,,,,,,,,,,
By Graduation Type (incl. Special Ed.):,,,,,,,,,,,,,,,
Minimum H.S. Program,DA0GM16N,DA0GM16P,SA0GM16N,SA0GM16P,,,,,,,,,,,
Recommended H.S. Program/DAP,DA0GH16N,DA0GH16P,SA0GH16N,SA0GH16P,,,,,,,,,,,
Foundation High School Plan (No Endorsement),DA0GN16N,DA0GN16P,SA0GN16N,SA0GN16P,,,,,,,,,,,
Foundation High School Plan (Endorsement),DA0GE16N,DA0GE16P,SA0GE16N,SA0GE16P,,,,,,,,,,,
Foundation High School Plan (DLA),DA0GA16N,DA0GA16P,SA0GA16N,SA0GA16P,,,,,,,,,,,
Special Education Graduates,DS0GR16N,DS0GR16R,SS0GR16N,SS0GR16R,,,,,,,,,,,
Economically Disadvantaged Graduates (download only),DE0GR16N,DE0GR16R,SE0GR16N,SE0GR16R,,,,,,,,,,,
LEP Graduates (download only),DL0GR16N,DL0GR16R,SL0GR16N,SL0GR16R,,,,,,,,,,,
At Risk Graduates (download only),DR0GR16N,DR0GR16R,SR0GR16N,SR0GR16R,,,,,,,,,,,
,,,,,,,,,,,,,,,
Student Information,- Non-Special Education Rates -,,- Special Education Rates -,,,,,,,,,,,,
,District,State,District,State,,,,,,,,,,,
Retention Rates by Grade:,,,,,,,,,,,,,,,
Kindergarten,DPERRAKR,SPERRAKR,DPERSAKR,SPERSAKR,,,,,,,,,,,
Grade 1,DPERRA1R,SPERRA1R,DPERSA1R,SPERSA1R,,,,,,,,,,,
Grade 2,DPERRA2R,SPERRA2R,DPERSA2R,SPERSA2R,,,,,,,,,,,
Grade 3,DPERRA3R,SPERRA3R,DPERSA3R,SPERSA3R,,,,,,,,,,,
Grade 4,DPERRA4R,SPERRA4R,DPERSA4R,SPERSA4R,,,,,,,,,,,
Grade 5,DPERRA5R,SPERRA5R,DPERSA5R,SPERSA5R,,,,,,,,,,,
Grade 6,DPERRA6R,SPERRA6R,DPERSA6R,SPERSA6R,,,,,,,,,,,
Grade 7,DPERRA7R,SPERRA7R,DPERSA7R,SPERSA7R,,,,,,,,,,,
Grade 8,DPERRA8R,SPERRA8R,DPERSA8R,SPERSA8R,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,Count,Percent,Count,Percent,,,,,,,,
Data Quality:,,,,,,,,,,,,,,,
Underreported Students,,,,DAUND16C,DAUND16R,SAUND16C,SAUND16R,,,,,,,,
Class Size Information,,,,,District,,State,,,,,,,,
Class Size Averages by Grade and Subject (Derived from teacher responsibility records):,,,,,,,,,,,,,,,
Elementary:,,,,,,,,,,,,,,,
Kindergarten,,,,,DPCTGKGA,,SPCTGKGA,,,,,,,,
Grade 1,,,,,DPCTG01A,,SPCTG01A,,,,,,,,
Grade 2,,,,,DPCTG02A,,SPCTG02A,,,,,,,,
Grade 3,,,,,DPCTG03A,,SPCTG03A,,,,,,,,
Grade 4,,,,,DPCTG04A,,SPCTG04A,,,,,,,,
Grade 5,,,,,DPCTG05A,,SPCTG05A,,,,,,,,
Grade 6,,,,,DPCTG06A,,SPCTG06A,,,,,,,,
Secondary:,,,,,,,,,,,,,,,
English/Language Arts,,,,,DPCTENGA,,SPCTENGA,,,,,,,,
Foreign Languages,,,,,DPCTFLAA,,SPCTFLAA,,,,,,,,
Mathematics,,,,,DPCTMATA,,SPCTMATA,,,,,,,,
Science,,,,,DPCTSCIA,,SPCTSCIA,,,,,,,,
Social Studies,,,,,DPCTSOCA,,SPCTSOCA,,,,,,,,
,,,,,,,,,,,,,,,
Staff Information,"---------------- Count
District","Percent
----------------","----------------- Count
State","Percent
-----------------",,,,,,,,,,,
Total Staff,DPSATOFC,100.00%,SPSATOFC,100.00%,,,,,,,,,,,
Professional Staff:,DPSPTOFC,DPSPTOFP,SPSPTOFC,SPSPTOFP,,,,,,,,,,,
Teachers,DPSTTOFC,DPSTTOFP,SPSTTOFC,SPSTTOFP,,,,,,,,,,,
Professional Support,DPSUTOFC,DPSUTOFP,SPSUTOFC,SPSUTOFP,,,,,,,,,,,
Campus Administration (School Leadership),DPSSTOFC,DPSSTOFP,SPSSTOFC,SPSSTOFP,,,,,,,,,,,
Central Administration,DPSCTOFC,DPSCTOFP,SPSCTOFC,SPSCTOFP,,,,,,,,,,,
Educational Aides:,DPSETOFC,DPSETOFP,SPSETOFC,SPSETOFP,,,,,,,,,,,
Auxiliary Staff:,DPSXTOFC,DPSXTOFP,SPSXTOFC,SPSXTOFP,,,,,,,,,,,
Total Minority Staff:,DPSAMIFC,DPSAMIFP,SPSAMIFC,SPSAMIFP,,,,,,,,,,,
Teachers by Ethnicity and Sex:,,,,,,,,,,,,,,,
African American,DPSTBLFC,DPSTBLFP,SPSTBLFC,SPSTBLFP,,,,,,,,,,,
Hispanic,DPSTHIFC,DPSTHIFP,SPSTHIFC,SPSTHIFP,,,,,,,,,,,
White,DPSTWHFC,DPSTWHFP,SPSTWHFC,SPSTWHFP,,,,,,,,,,,
American Indian,DPSTINFC,DPSTINFP,SPSTINFC,SPSTINFP,,,,,,,,,,,
Asian,DPSTASFC,DPSTASFP,SPSTASFC,SPSTASFP,,,,,,,,,,,
Pacific Islander,DPSTPIFC,DPSTPIFP,SPSTPIFC,SPSTPIFP,,,,,,,,,,,
