DISTRICT,D20GR20N,D20GR20R,D30GR20N,D30GR20R,D40GR20N,D40GR20R,DA0GA20N,DA0GA20P,DA0GE20N,DA0GE20P,DA0GH20N,DA0GH20P,DA0GM20N,DA0GM20P,DA0GN20N,DA0GN20P,DA0GR20N,DA0GR20R,DB0GR20N,DB0GR20R,DE0GR20N,DE0GR20R,DH0GR20N,DH0GR20R,DI0GR20N,DI0GR20R,DISTNAME,DL0GR20N,DL0GR20R,DR0GR20N,DR0GR20R,DS0GR20N,DS0GR20R,DW0GR20N,DW0GR20R
"'185902",0,0,0,0,0,0,33,94.3,1,2.9,0,0,0,0,1,2.9,35,100,0,0,13,37.1,20,57.1,0,0,"FARWELL ISD",2,5.7,5,14.3,2,5.7,15,42.9
"'185903",0,0,0,0,0,0,85,93.4,4,4.4,0,0,0,0,2,2.2,91,100,0,0,57,62.6,84,92.3,0,0,"FRIONA ISD",10,11,30,33,13,14.3,7,7.7
"'185904",0,0,0,0,0,0,10,83.3,2,16.7,0,0,0,0,0,0,12,100,0,0,9,75,3,25,1,8.3,"LAZBUDDIE ISD",1,8.3,1,8.3,2,16.7,8,66.7
"'186901",0,0,0,0,0,0,10,90.9,0,0,0,0,0,0,1,9.1,11,100,0,0,4,36.4,9,81.8,0,0,"BUENA VISTA ISD",0,0,1,9.1,1,9.1,2,18.2
"'186902",1,0.7,0,0,0,0,141,93.4,1,0.7,0,0,0,0,9,6,151,100,1,0.7,83,55,137,90.7,0,0,"FORT STOCKTON ISD",15,9.9,83,55,11,7.3,12,7.9
"'186903",0,0,1,3.8,0,0,22,84.6,2,7.7,0,0,0,0,2,7.7,26,100,0,0,9,34.6,16,61.5,0,0,"IRAAN-SHEFFIELD ISD",1,3.8,13,50,2,7.7,9,34.6
"'187901",2,7.7,0,0,0,0,22,84.6,0,0,0,0,0,0,4,15.4,26,100,0,0,16,61.5,2,7.7,6,23.1,"BIG SANDY ISD",0,0,9,34.6,3,11.5,16,61.5
"'187903",1,7.7,0,0,0,0,11,84.6,2,15.4,0,0,0,0,0,0,13,100,1,7.7,10,76.9,7,53.8,0,0,"GOODRICH ISD",0,0,3,23.1,0,0,4,30.8
"'187904",0,0,0,0,0,0,51,82.3,3,4.8,0,0,0,0,8,12.9,62,100,23,37.1,43,69.4,24,38.7,0,0,"CORRIGAN-CAMDEN ISD",4,6.5,23,37.1,7,11.3,15,24.2
"'187906",1,14.3,0,0,0,0,7,100,0,0,0,0,0,0,0,0,7,100,1,14.3,7,100,1,14.3,0,0,"LEGGETT ISD",0,0,0,0,0,0,4,57.1
"'187907",6,2.3,2,0.8,0,0,211,80.5,19,7.3,0,0,1,0.4,31,11.8,262,100,24,9.2,111,42.4,65,24.8,0,0,"LIVINGSTON ISD",8,3.1,55,21,27,10.3,165,63
"'187910",0,0,0,0,0,0,59,92.2,0,0,0,0,0,0,5,7.8,64,100,2,3.1,47,73.4,6,9.4,0,0,"ONALASKA ISD",1,1.6,28,43.8,11,17.2,56,87.5
"'188901",42,2.2,122,6.4,2,0.1,1489,78.2,67,3.5,0,0,5,0.3,344,18.1,1905,100,175,9.2,955,50.1,837,43.9,18,0.9,"AMARILLO ISD",112,5.9,824,43.3,144,7.6,709,37.2
"'188902",4,4.4,1,1.1,0,0,66,72.5,0,0,0,0,1,1.1,24,26.4,91,100,0,0,51,56,23,25.3,0,0,"RIVER ROAD ISD",1,1.1,41,45.1,7,7.7,63,69.2
"'188903",2,3.8,6,11.3,0,0,42,79.2,0,0,0,0,0,0,11,20.8,53,100,1,1.9,24,45.3,13,24.5,0,0,"HIGHLAND PARK ISD",0,0,18,34,11,20.8,31,58.5
"'188904",7,6.7,0,0,0,0,91,86.7,4,3.8,0,0,0,0,10,9.5,105,100,0,0,15,14.3,17,16.2,1,1,"BUSHLAND ISD",1,1,21,20,13,12.4,80,76.2
"'189901",1,4.5,0,0,0,0,12,54.5,9,40.9,0,0,0,0,1,4.5,22,100,0,0,17,77.3,20,90.9,0,0,"MARFA ISD",8,36.4,10,45.5,1,4.5,1,4.5
"'189902",0,0,1,1.3,0,0,70,90.9,0,0,0,0,0,0,7,9.1,77,100,0,0,73,94.8,76,98.7,0,0,"PRESIDIO ISD",21,27.3,35,45.5,4,5.2,0,0
"'190903",5,4.3,1,0.9,0,0,100,87,0,0,0,0,0,0,15,13,115,100,1,0.9,68,59.1,16,13.9,1,0.9,"RAINS ISD",2,1.7,34,29.6,11,9.6,91,79.1
"'191901",13,2,7,1.1,1,0.2,546,82.4,7,1.1,0,0,0,0,110,16.6,663,100,19,2.9,149,22.5,149,22.5,4,0.6,"CANYON ISD",6,0.9,249,37.6,48,7.2,470,70.9
"'192901",0,0,0,0,0,0,47,92.2,0,0,0,0,0,0,4,7.8,51,100,1,2,34,66.7,44,86.3,0,0,"REAGAN COUNTY ISD",4,7.8,34,66.7,2,3.9,6,11.8
"'193801",1,12.5,0,0,0,0,3,37.5,0,0,0,0,0,0,5,62.5,8,100,0,0,6,75,3,37.5,0,0,"BIG SPRINGS CHARTER SCHOOL",0,0,3,37.5,5,62.5,4,50
"'193902",0,0,0,0,0,0,2,11.1,15,83.3,0,0,0,0,1,5.6,18,100,1,5.6,8,44.4,7,38.9,0,0,"LEAKEY ISD",2,11.1,4,22.2,1,5.6,10,55.6
"'194902",0,0,0,0,0,0,9,56.3,0,0,0,0,0,0,7,43.8,16,100,0,0,9,56.3,1,6.3,1,6.3,"AVERY ISD",0,0,3,18.8,2,12.5,14,87.5
"'194903",4,8.2,0,0,0,0,43,87.8,0,0,0,0,0,0,6,12.2,49,100,1,2,23,46.9,6,12.2,0,0,"RIVERCREST ISD",1,2,17,34.7,6,12.2,38,77.6
"'194904",1,2.6,0,0,0,0,26,68.4,5,13.2,0,0,0,0,7,18.4,38,100,24,63.2,30,78.9,4,10.5,0,0,"CLARKSVILLE ISD",1,2.6,14,36.8,4,10.5,9,23.7
"'194905",0,0,0,0,0,0,25,61,10,24.4,0,0,0,0,6,14.6,41,100,3,7.3,17,41.5,3,7.3,1,2.4,"DETROIT ISD",0,0,14,34.1,8,19.5,34,82.9
"'195901",0,0,3,1.9,0,0,142,92.2,1,0.6,0,0,0,0,11,7.1,154,100,2,1.3,74,48.1,145,94.2,0,0,"PECOS-BARSTOW-TOYAH ISD",10,6.5,99,64.3,19,12.3,4,2.6
"'195902",0,0,0,0,0,0,10,100,0,0,0,0,0,0,0,0,10,100,0,0,8,80,9,90,0,0,"BALMORHEA ISD",1,10,4,40,0,0,1,10
"'196901",0,0,0,0,0,0,11,100,0,0,0,0,0,0,0,0,11,100,0,0,2,18.2,7,63.6,0,0,"AUSTWELL-TIVOLI ISD",1,9.1,2,18.2,1,9.1,4,36.4
"'196902",0,0,0,0,0,0,24,80,0,0,0,0,0,0,6,20,30,100,1,3.3,21,70,16,53.3,0,0,"WOODSBORO ISD",0,0,9,30,1,3.3,13,43.3
"'196903",2,3.9,0,0,0,0,40,78.4,0,0,0,0,0,0,11,21.6,51,100,10,19.6,31,60.8,29,56.9,0,0,"REFUGIO ISD",0,0,16,31.4,7,13.7,10,19.6
"'197902",0,0,0,0,0,0,6,46.2,4,30.8,0,0,1,7.7,2,15.4,13,100,0,0,5,38.5,2,15.4,0,0,"MIAMI ISD",0,0,4,30.8,1,7.7,11,84.6
"'198901",0,0,0,0,0,0,4,16.7,17,70.8,0,0,0,0,3,12.5,24,100,2,8.3,7,29.2,2,8.3,0,0,"BREMOND ISD",0,0,3,12.5,3,12.5,20,83.3
"'198902",0,0,1,8.3,0,0,10,83.3,2,16.7,0,0,0,0,0,0,12,100,8,66.7,9,75,3,25,0,0,"CALVERT ISD",1,8.3,3,25,0,0,0,0
"'198903",2,3,0,0,0,0,55,83.3,3,4.5,0,0,0,0,8,12.1,66,100,7,10.6,20,30.3,13,19.7,0,0,"FRANKLIN ISD",2,3,12,18.2,5,7.6,44,66.7
"'198905",0,0,0,0,0,0,29,70.7,2,4.9,0,0,0,0,10,24.4,41,100,18,43.9,41,100,17,41.5,0,0,"HEARNE ISD",2,4.9,34,82.9,8,19.5,6,14.6
"'198906",0,0,1,2.6,0,0,37,97.4,0,0,0,0,0,0,1,2.6,38,100,6,15.8,26,68.4,22,57.9,0,0,"MUMFORD ISD",3,7.9,11,28.9,4,10.5,9,23.7
"'199901",57,4.6,42,3.4,2,0.2,971,78.5,38,3.1,0,0,4,0.3,224,18.1,1237,100,101,8.2,248,20,257,20.8,13,1.1,"ROCKWALL ISD",30,2.4,365,29.5,95,7.7,765,61.8
"'199902",8,2,2,0.5,4,1,366,90.6,15,3.7,0,0,2,0.5,21,5.2,404,100,37,9.2,135,33.4,130,32.2,2,0.5,"ROYSE CITY ISD",19,4.7,125,30.9,30,7.4,221,54.7
"'200901",2,2.8,0,0,0,0,47,65.3,13,18.1,0,0,0,0,12,16.7,72,100,0,0,30,41.7,38,52.8,2,2.8,"BALLINGER ISD",1,1.4,30,41.7,10,13.9,30,41.7
"'200902",0,0,0,0,0,0,35,85.4,5,12.2,0,0,0,0,1,2.4,41,100,0,0,10,24.4,17,41.5,0,0,"MILES ISD",3,7.3,15,36.6,1,2.4,24,58.5
"'200904",1,2.3,0,0,0,0,15,34.1,22,50,0,0,0,0,7,15.9,44,100,0,0,24,54.5,30,68.2,0,0,"WINTERS ISD",2,4.5,23,52.3,2,4.5,13,29.5
"'200906",0,0,0,0,0,0,2,100,0,0,0,0,0,0,0,0,2,100,0,0,2,100,1,50,0,0,"OLFEN ISD",0,0,2,100,0,0,1,50
"'201902",2,0.9,0,0,0,0,146,63.5,55,23.9,0,0,1,0.4,28,12.2,230,100,44,19.1,129,56.1,67,29.1,1,0.4,"HENDERSON ISD",13,5.7,116,50.4,32,13.9,116,50.4
"'201903",0,0,0,0,0,0,15,100,0,0,0,0,0,0,0,0,15,100,7,46.7,13,86.7,5,33.3,0,0,"LANEVILLE ISD",0,0,5,33.3,2,13.3,3,20
"'201904",0,0,0,0,0,0,13,100,0,0,0,0,0,0,0,0,13,100,0,0,6,46.2,1,7.7,0,0,"LEVERETTS CHAPEL ISD",0,0,2,15.4,2,15.4,12,92.3
"'201907",0,0,0,0,0,0,27,84.4,0,0,0,0,0,0,5,15.6,32,100,12,37.5,16,50,1,3.1,0,0,"MOUNT ENTERPRISE ISD",0,0,19,59.4,4,12.5,19,59.4
"'201908",0,0,0,0,0,0,17,54.8,14,45.2,0,0,0,0,0,0,31,100,4,12.9,16,51.6,2,6.5,0,0,"OVERTON ISD",0,0,15,48.4,3,9.7,25,80.6
"'201910",0,0,0,0,0,0,68,72.3,19,20.2,0,0,0,0,7,7.4,94,100,23,24.5,47,50,26,27.7,0,0,"TATUM ISD",0,0,8,8.5,8,8.5,45,47.9
"'201913",1,2.2,0,0,0,0,45,97.8,0,0,0,0,0,0,1,2.2,46,100,1,2.2,25,54.3,19,41.3,0,0,"CARLISLE ISD",0,0,7,15.2,1,2.2,25,54.3
"'201914",3,3.8,0,0,0,0,52,65,6,7.5,0,0,0,0,22,27.5,80,100,16,20,63,78.8,15,18.8,0,0,"WEST RUSK COUNTY CONSOLIDATED ISD",2,2.5,16,20,7,8.8,46,57.5
"'202903",6,9.8,0,0,0,0,32,52.5,7,11.5,0,0,0,0,22,36.1,61,100,6,9.8,32,52.5,3,4.9,1,1.6,"HEMPHILL ISD",0,0,22,36.1,5,8.2,45,73.8
"'202905",1,2.7,0,0,0,0,21,56.8,0,0,0,0,0,0,16,43.2,37,100,4,10.8,25,67.6,1,2.7,0,0,"WEST SABINE ISD",0,0,4,10.8,2,5.4,31,83.8
"'203901",0,0,0,0,0,0,47,82.5,0,0,0,0,0,0,10,17.5,57,100,30,52.6,48,84.2,10,17.5,0,0,"SAN AUGUSTINE ISD",3,5.3,38,66.7,11,19.3,17,29.8
"'203902",4,11.8,0,0,0,0,25,73.5,0,0,0,0,0,0,9,26.5,34,100,0,0,25,73.5,4,11.8,0,0,"BROADDUS ISD",0,0,14,41.2,3,8.8,26,76.5
"'204901",4,5.2,0,0,0,0,66,85.7,2,2.6,0,0,0,0,9,11.7,77,100,17,22.1,36,46.8,4,5.2,0,0,"COLDSPRING-OAKHURST CISD",1,1.3,42,54.5,10,13,52,67.5
"'204904",2,1.6,0,0,0,0,102,81.6,11,8.8,0,0,1,0.8,11,8.8,125,100,9,7.2,77,61.6,47,37.6,1,0.8,"SHEPHERD ISD",11,8.8,58,46.4,16,12.8,66,52.8
"'205901",1,0.9,1,0.9,0,0,93,85.3,1,0.9,0,0,0,0,15,13.8,109,100,1,0.9,68,62.4,64,58.7,1,0.9,"ARANSAS PASS ISD",3,2.8,44,40.4,9,8.3,41,37.6
"'205902",6,1.8,5,1.5,0,0,284,87.1,5,1.5,0,0,1,0.3,36,11,326,100,4,1.2,128,39.3,188,57.7,0,0,"GREGORY-PORTLAND ISD",5,1.5,143,43.9,28,8.6,123,37.7
"'205903",4,2.6,1,0.7,0,0,138,91.4,2,1.3,0,0,0,0,11,7.3,151,100,5,3.3,98,64.9,84,55.6,0,0,"INGLESIDE ISD",1,0.7,52,34.4,11,7.3,57,37.7
"'205904",0,0,1,1,0,0,8,8.3,67,69.8,0,0,0,0,21,21.9,96,100,2,2.1,76,79.2,87,90.6,0,0,"MATHIS ISD",3,3.1,42,43.8,7,7.3,6,6.3
"'205905",0,0,0,0,0,0,48,85.7,3,5.4,0,0,0,0,5,8.9,56,100,0,0,30,53.6,46,82.1,0,0,"ODEM-EDROY ISD",2,3.6,22,39.3,3,5.4,10,17.9
"'205906",1,0.7,2,1.4,0,0,114,79.2,5,3.5,0,0,0,0,25,17.4,144,100,2,1.4,93,64.6,122,84.7,0,0,"SINTON ISD",0,0,86,59.7,22,15.3,17,11.8
"'205907",0,0,0,0,0,0,57,86.4,1,1.5,0,0,0,0,8,12.1,66,100,0,0,57,86.4,61,92.4,0,0,"TAFT ISD",1,1.5,51,77.3,6,9.1,5,7.6
"'206901",1,1.9,1,1.9,0,0,39,73.6,14,26.4,0,0,0,0,0,0,53,100,0,0,22,41.5,27,50.9,0,0,"SAN SABA ISD",1,1.9,7,13.2,1,1.9,24,45.3
"'206902",1,6.7,0,0,0,0,8,53.3,7,46.7,0,0,0,0,0,0,15,100,1,6.7,7,46.7,4,26.7,0,0,"RICHLAND SPRINGS ISD",0,0,2,13.3,4,26.7,9,60
"'206903",0,0,0,0,0,0,5,83.3,1,16.7,0,0,0,0,0,0,6,100,1,16.7,3,50,2,33.3,0,0,"CHEROKEE ISD",0,0,2,33.3,0,0,3,50
"'207901",0,0,0,0,0,0,31,83.8,1,2.7,0,0,0,0,5,13.5,37,100,0,0,18,48.6,28,75.7,0,0,"SCHLEICHER ISD",4,10.8,17,45.9,3,8.1,9,24.3
"'208901",0,0,0,0,0,0,8,53.3,0,0,0,0,0,0,7,46.7,15,100,0,0,6,40,5,33.3,0,0,"HERMLEIGH ISD",1,6.7,6,40,0,0,10,66.7
"'208902",0,0,0,0,0,0,119,79.9,7,4.7,0,0,0,0,23,15.4,149,100,5,3.4,78,52.3,97,65.1,1,0.7,"SNYDER ISD",9,6,63,42.3,13,8.7,46,30.9
"'208903",0,0,0,0,0,0,23,95.8,0,0,0,0,0,0,1,4.2,24,100,0,0,7,29.2,6,25,0,0,"IRA ISD",0,0,2,8.3,2,8.3,18,75
"'209901",2,4.8,0,0,1,2.4,31,73.8,0,0,0,0,0,0,11,26.2,42,100,3,7.1,15,35.7,8,19,1,2.4,"ALBANY ISD",1,2.4,16,38.1,3,7.1,27,64.3
"'209902",0,0,0,0,0,0,7,87.5,0,0,0,0,1,12.5,0,0,8,100,0,0,6,75,3,37.5,0,0,"MORAN ISD",0,0,7,87.5,2,25,5,62.5
"'210901",2,1.1,5,2.8,0,0,128,71.9,9,5.1,0,0,0,0,41,23,178,100,33,18.5,130,73,70,39.3,0,0,"CENTER ISD",15,8.4,92,51.7,20,11.2,68,38.2
"'210902",1,2.3,0,0,0,0,35,81.4,1,2.3,0,0,0,0,7,16.3,43,100,1,2.3,26,60.5,7,16.3,0,0,"JOAQUIN ISD",1,2.3,10,23.3,3,7,34,79.1
"'210903",0,0,0,0,0,0,11,27.5,26,65,0,0,0,0,3,7.5,40,100,8,20,16,40,1,2.5,0,0,"SHELBYVILLE ISD",1,2.5,13,32.5,4,10,31,77.5
"'210904",4,8.7,0,0,0,0,29,63,0,0,0,0,0,0,17,37,46,100,12,26.1,41,89.1,14,30.4,0,0,"TENAHA ISD",2,4.3,18,39.1,11,23.9,16,34.8
"'210905",2,4.1,0,0,0,0,26,53.1,22,44.9,0,0,0,0,1,2,49,100,7,14.3,23,46.9,7,14.3,0,0,"TIMPSON ISD",0,0,11,22.4,3,6.1,33,67.3
"'210906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"EXCELSIOR ISD",.,.,.,.,.,.,.,.
"'211901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"TEXHOMA ISD",.,.,.,.,.,.,.,.
"'211902",0,0,0,0,0,0,25,96.2,0,0,0,0,0,0,1,3.8,26,100,0,0,18,69.2,19,73.1,0,0,"STRATFORD ISD",1,3.8,7,26.9,1,3.8,7,26.9
"'212801",2,1.1,5,2.8,0,0,154,87,0,0,0,0,0,0,23,13,177,100,33,18.6,83,46.9,50,28.2,3,1.7,"CUMBERLAND ACADEMY",10,5.6,37,20.9,14,7.9,84,47.5
"'212804",3,5.5,2,3.6,0,0,49,89.1,0,0,0,0,0,0,6,10.9,55,100,2,3.6,9,16.4,2,3.6,0,0,"UT TYLER UNIVERSITY ACADEMY",1,1.8,13,23.6,4,7.3,46,83.6
"'212901",4,6.6,0,0,0,0,49,80.3,4,6.6,0,0,0,0,8,13.1,61,100,7,11.5,33,54.1,7,11.5,1,1.6,"ARP ISD",0,0,11,18,2,3.3,42,68.9
"'212902",3,1.7,3,1.7,0,0,154,87.5,4,2.3,0,0,0,0,18,10.2,176,100,8,4.5,43,24.4,11,6.3,0,0,"BULLARD ISD",2,1.1,75,42.6,16,9.1,151,85.8
"'212903",16,5.8,3,1.1,0,0,227,82.5,11,4,1,0.4,1,0.4,35,12.7,275,100,14,5.1,95,34.5,50,18.2,0,0,"LINDALE ISD",3,1.1,52,18.9,22,8,192,69.8
"'212904",0,0,0,0,0,0,65,95.6,0,0,0,0,0,0,3,4.4,68,100,8,11.8,25,36.8,11,16.2,0,0,"TROUP ISD",3,4.4,37,54.4,6,8.8,49,72.1
"'212905",23,2.2,20,1.9,0,0,934,88.8,31,2.9,0,0,3,0.3,84,8,1052,100,276,26.2,736,70,504,47.9,3,0.3,"TYLER ISD",104,9.9,575,54.7,62,5.9,226,21.5
"'212906",13,3.9,15,4.5,0,0,276,82.1,6,1.8,0,0,2,0.6,52,15.5,336,100,41,12.2,116,34.5,50,14.9,2,0.6,"WHITEHOUSE ISD",4,1.2,117,34.8,29,8.6,215,64
"'212909",11,4.2,2,0.8,0,0,223,85.8,17,6.5,0,0,0,0,20,7.7,260,100,54,20.8,169,65,117,45,1,0.4,"CHAPEL HILL ISD",19,7.3,147,56.5,26,10,75,28.8
"'212910",1,1.5,1,1.5,0,0,49,73.1,5,7.5,0,0,0,0,13,19.4,67,100,14,20.9,45,67.2,29,43.3,0,0,"WINONA ISD",4,6,21,31.3,9,13.4,22,32.8
"'213801",1,2.2,0,0,0,0,0,0,11,23.9,0,0,0,0,35,76.1,46,100,0,0,23,50,4,8.7,0,0,"BRAZOS RIVER CHARTER SCHOOL",0,0,28,60.9,6,13,41,89.1
"'213901",4,3.2,0,0,0,0,107,86.3,1,0.8,0,0,0,0,16,12.9,124,100,1,0.8,40,32.3,42,33.9,0,0,"GLEN ROSE ISD",5,4,31,25,6,4.8,77,62.1
"'214901",0,0,1,0.1,0,0,701,93.5,4,0.5,0,0,6,0.8,39,5.2,750,100,0,0,668,89.1,748,99.7,0,0,"RIO GRANDE CITY CISD",243,32.4,347,46.3,62,8.3,1,0.1
"'214902",0,0,0,0,0,0,13,92.9,0,0,0,0,0,0,1,7.1,14,100,0,0,1,7.1,14,100,0,0,"SAN ISIDRO ISD",1,7.1,1,7.1,4,28.6,0,0
"'214903",0,0,0,0,0,0,359,94.7,0,0,0,0,0,0,20,5.3,379,100,0,0,280,73.9,379,100,0,0,"ROMA ISD",109,28.8,187,49.3,20,5.3,0,0
"'215901",2,2,1,1,0,0,70,71.4,0,0,0,0,0,0,28,28.6,98,100,3,3.1,50,51,42,42.9,1,1,"BRECKENRIDGE ISD",3,3.1,48,49,12,12.2,49,50
"'216901",1,5.3,0,0,0,0,17,89.5,2,10.5,0,0,0,0,0,0,19,100,0,0,2,10.5,9,47.4,0,0,"STERLING CITY ISD",0,0,2,10.5,0,0,9,47.4
"'217901",0,0,0,0,0,0,13,92.9,0,0,0,0,0,0,1,7.1,14,100,2,14.3,5,35.7,5,35.7,0,0,"ASPERMONT ISD",0,0,6,42.9,0,0,7,50
"'218901",1,1.3,0,0,0,0,71,94.7,0,0,0,0,0,0,4,5.3,75,100,0,0,41,54.7,49,65.3,0,0,"SONORA ISD",2,2.7,34,45.3,10,13.3,25,33.3
"'219901",0,0,0,0,0,0,10,76.9,0,0,0,0,2,15.4,1,7.7,13,100,0,0,2,15.4,2,15.4,0,0,"HAPPY ISD",0,0,2,15.4,3,23.1,11,84.6
"'219903",0,0,1,1.3,0,0,55,69.6,0,0,0,0,0,0,24,30.4,79,100,8,10.1,56,70.9,45,57,1,1.3,"TULIA ISD",1,1.3,35,44.3,17,21.5,24,30.4
"'219905",0,0,0,0,0,0,11,78.6,1,7.1,0,0,0,0,2,14.3,14,100,0,0,9,64.3,11,78.6,0,0,"KRESS ISD",0,0,5,35.7,4,28.6,3,21.4
"'220801",2,18.2,1,9.1,0,0,10,90.9,1,9.1,0,0,0,0,0,0,11,100,1,9.1,0,0,1,9.1,0,0,"TREETOPS SCHOOL INTERNATIONAL",0,0,0,0,0,0,6,54.5
"'220802",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ARLINGTON CLASSICS ACADEMY",.,.,.,.,.,.,.,.
"'220809",2,4,1,2,0,0,48,96,1,2,0,0,0,0,1,2,50,100,4,8,6,12,11,22,0,0,"FORT WORTH ACADEMY OF FINE ARTS",0,0,0,0,2,4,32,64
"'220810",5,6.7,7,9.3,0,0,73,97.3,1,1.3,0,0,0,0,1,1.3,75,100,3,4,3,4,9,12,0,0,"WESTLAKE ACADEMY CHARTER SCHOOL",1,1.3,1,1.3,1,1.3,51,68
"'220811",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"EAST FORT WORTH MONTESSORI ACADEMY",.,.,.,.,.,.,.,.
"'220814",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"TEXAS SCHOOL OF THE ARTS",.,.,.,.,.,.,.,.
"'220815",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"CHAPEL HILL ACADEMY",.,.,.,.,.,.,.,.
"'220817",3,2.5,6,5.1,0,0,93,78.8,12,10.2,0,0,0,0,13,11,118,100,34,28.8,30,25.4,36,30.5,1,0.8,"NEWMAN INTERNATIONAL ACADEMY OF AR",12,10.2,22,18.6,7,5.9,38,32.2
"'220819",0,0,0,0,0,0,0,0,15,100,0,0,0,0,0,0,15,100,0,0,2,13.3,2,13.3,1,6.7,"HIGH POINT ACADEMY",0,0,5,33.3,5,33.3,12,80
"'220901",88,2.1,312,7.4,6,0.1,3133,73.9,179,4.2,4,0.1,13,0.3,910,21.5,4239,100,1091,25.7,2333,55,1814,42.8,20,0.5,"ARLINGTON ISD",526,12.4,1946,45.9,304,7.2,908,21.4
"'220902",34,2.1,107,6.7,4,0.3,1169,73.1,106,6.6,0,0,6,0.4,318,19.9,1599,100,139,8.7,770,48.2,667,41.7,6,0.4,"BIRDVILLE ISD",135,8.4,714,44.7,125,7.8,642,40.2
"'220904",1,0.3,0,0,0,0,319,80.4,17,4.3,0,0,0,0,61,15.4,397,100,143,36,371,93.5,244,61.5,2,0.5,"EVERMAN ISD",45,11.3,199,50.1,37,9.3,7,1.8
"'220905",56,1.2,93,2,2,0,4066,85.5,251,5.3,1,0,24,0.5,411,8.6,4753,100,946,19.9,3835,80.7,3109,65.4,7,0.1,"FORT WORTH ISD",678,14.3,2448,51.5,326,6.9,540,11.4
"'220906",45,4,104,9.3,1,0.1,1041,93.3,9,0.8,1,0.1,0,0,65,5.8,1116,100,44,3.9,207,18.5,238,21.3,0,0,"GRAPEVINE-COLLEYVILLE ISD",37,3.3,223,20,66,5.9,684,61.3
"'220907",135,5,262,9.6,2,0.1,1957,72,504,18.5,0,0,16,0.6,241,8.9,2718,100,269,9.9,653,24,609,22.4,12,0.4,"KELLER ISD",178,6.5,710,26.1,206,7.6,1429,52.6
"'220908",114,4.2,230,8.4,3,0.1,2232,81.5,20,0.7,0,0,4,0.1,483,17.6,2739,100,869,31.7,1008,36.8,678,24.8,12,0.4,"MANSFIELD ISD",99,3.6,956,34.9,196,7.2,833,30.4
"'220910",5,2.8,0,0,0,0,144,80.4,4,2.2,0,0,0,0,31,17.3,179,100,29,16.2,139,77.7,119,66.5,0,0,"LAKE WORTH ISD",23,12.8,88,49.2,16,8.9,26,14.5
"'220912",37,3.4,42,3.9,4,0.4,893,82.9,12,1.1,0,0,2,0.2,170,15.8,1077,100,512,47.5,641,59.5,316,29.3,5,0.5,"CROWLEY ISD",94,8.7,541,50.2,105,9.7,161,14.9
"'220914",6,2.6,13,5.6,0,0,184,79.3,7,3,0,0,0,0,41,17.7,232,100,57,24.6,75,32.3,50,21.6,1,0.4,"KENNEDALE ISD",12,5.2,66,28.4,21,9.1,105,45.3
"'220915",16,3.5,2,0.4,0,0,391,86.5,6,1.3,0,0,5,1.1,50,11.1,452,100,7,1.5,164,36.3,89,19.7,3,0.7,"AZLE ISD",5,1.1,104,23,28,6.2,335,74.1
"'220916",74,4.6,150,9.4,37,2.3,1415,88.7,7,0.4,0,0,0,0,173,10.8,1595,100,305,19.1,729,45.7,465,29.2,6,0.4,"HURST-EULESS-BEDFORD ISD",92,5.8,567,35.5,105,6.6,558,35
"'220917",2,0.9,3,1.4,0,0,164,76.3,3,1.4,0,0,0,0,48,22.3,215,100,3,1.4,162,75.3,171,79.5,0,0,"CASTLEBERRY ISD",15,7,101,47,16,7.4,36,16.7
"'220918",62,4.1,69,4.5,8,0.5,1160,76.4,46,3,0,0,0,0,312,20.6,1518,100,199,13.1,592,39,536,35.3,14,0.9,"EAGLE MT-SAGINAW ISD",71,4.7,540,35.6,135,8.9,630,41.5
"'220919",26,3.7,95,13.6,1,0.1,641,91.7,7,1,0,0,2,0.3,49,7,699,100,18,2.6,8,1.1,58,8.3,0,0,"CARROLL ISD",1,0.1,65,9.3,41,5.9,501,71.7
"'220920",8,1.8,8,1.8,2,0.4,387,85.1,0,0,0,0,3,0.7,65,14.3,455,100,46,10.1,218,47.9,186,40.9,1,0.2,"WHITE SETTLEMENT ISD",15,3.3,221,48.6,42,9.2,204,44.8
"'221801",18,4.4,20,4.9,1,0.2,384,93.7,1,0.2,0,0,0,0,25,6.1,410,100,27,6.6,87,21.2,117,28.5,1,0.2,"TEXAS COLLEGE PREPARATORY ACADEMIE",8,2,39,9.5,21,5.1,226,55.1
"'221901",32,3.1,31,3.1,2,0.2,806,79.3,178,17.5,0,0,1,0.1,31,3.1,1016,100,152,15,581,57.2,433,42.6,8,0.8,"ABILENE ISD",52,5.1,628,61.8,106,10.4,358,35.2
